ID,Congressional District,Call Date,Disposition,Q1
125111,2,10/1/2020,Left Message,
42347,11,9/28/2020,Left Message,
107339,14,9/30/2020,Left Message,
32018,9,9/28/2020,Left Message,
86611,8,9/30/2020,Left Message,
31764,8,9/28/2020,D,
72966,11,9/29/2020,Left Message,
145727,3,10/2/2020,Left Message,
137425,12,10/1/2020,D,
90694,10,9/30/2020,Left Message,
30792,8,9/28/2020,C,4 - Refused
92422,11,9/30/2020,C,No
93482,11,9/30/2020,Left Message,
83707,15,9/29/2020,Left Message,
128205,2,10/1/2020,Left Message,
89304,9,9/30/2020,D,
101290,12,9/30/2020,Left Message,
21820,1,10/01/2020,Wrong Number,
87193,8,9/30/2020,Left Message,
73475,11,9/29/2020,C,1
101224,12,9/30/2020,Left Message,
131640,9,10/1/2020,D,
83061,15,9/29/2020,C,1
17548,1,9/30/2020,Wrong Number,
27663,1,10/2/2020,Wrong Number,
71130,11,9/29/2020,Left Message,
69279,11,9/29/2020,D,
98562,12,9/30/2020,D,
135875,12,10/1/2020,D,
36841,10,9/28/2020,C,No
17479,1,9/30/2020,Wrong Number,
120821,2,10/1/2020,Left Message,
106302,14,9/30/2020,Left Message,
69095,11,9/29/2020,Left Message,
5423,1,9/28/2020,Wrong Number,
146609,3,10/2/2020,C,2 - No
17341,1,9/30/2020,Wrong Number,
7930,1,9/28/2020,Left Message Recording,
5294,1,9/28/2020,Wrong Number,
152570,6,10/2/2020,C,4
124334,2,10/1/2020,Left Message,
31809,8,9/28/2020,Left Message,
96552,11,9/30/2020,C,2
8889,1,9/28/2020,Left Message Recording,
130785,9,10/1/2020,D,
15450,1,9/29/2020,Wrong Number,
125392,2,10/1/2020,Left Message,
11016,1,9/29/2020,Wrong Number,
147397,4,10/2/2020,D,
141302,2,10/2/2020,Left Message,
138801,14,10/1/2020,D,
89621,9,9/30/2020,Left Message,
16436,1,9/30/2020,Wrong Number,
71174,11,9/29/2020,Left Message,
58671,8,9/29/2020,Left Message,
20346,1,9/30/2020,Wrong Number,
134698,11,10/1/2020,D,
109453,15,9/30/2020,Left Message,
93958,11,9/30/2020,D,
105817,14,9/30/2020,Left Message,
117964,2,10/1/2020,Left Message,
21359,1,9/30/2020,Wrong Number,
134716,11,10/1/2020,D,
163380,8,10/2/2020,C,1 - Yes
19443,1,9/30/2020,Left Message Recording,
51815,14,9/28/2020,Left Message,
73695,11,9/29/2020,Left Message,
54267,14,9/28/2020,D,
35009,10,9/28/2020,Left Message,
159106,7,10/2/2020,C,2
126323,2,10/1/2020,Left Message,
35901,10,9/28/2020,Left Message,
34207,9,9/28/2020,Left Message,
114619,1,10/1/2020,C,4
46601,12,9/28/2020,D,
137311,12,10/1/2020,C,4
57863,15,9/28/2020,D,
25833,1,10/01/2020,Wrong Number,
143378,3,10/2/2020,Left Message,
53324,14,9/28/2020,Left Message,
156471,6,10/2/2020,D,
122560,2,10/1/2020,Left Message,
20517,1,9/30/2020,Wrong Number,
29988,8,9/28/2020,Left Message,
14017,1,9/29/2020,Left Message Recording,
142189,3,10/2/2020,Left Message,
136677,12,10/1/2020,D,
88614,9,9/30/2020,IR,
82188,14,9/29/2020,Left Message,
13469,1,9/29/2020,Wrong Number,
75849,12,9/29/2020,Left Message,
70354,11,9/29/2020,Left Message,
86398,8,9/30/2020,Left Message,
94389,11,9/30/2020,Left Message,
14511,1,9/29/2020,Left Message Recording,
142062,2,10/2/2020,Left Message,
132129,10,10/1/2020,D,
162824,7,10/2/2020,Left Message,
133689,11,10/1/2020,Left Message,
31266,8,9/28/2020,D,
44831,12,9/28/2020,Left Message,
155641,6,10/2/2020,Left Message,
158608,7,10/2/2020,C,1
85184,15,9/29/2020,Left Message,
34006,9,9/28/2020,D,
64454,9,9/29/2020,D,
153435,6,10/2/2020,C,Refused
13123,1,9/29/2020,Wrong Number,
121186,2,10/1/2020,Left Message,
163541,8,10/2/2020,Left Message,
41917,11,9/28/2020,Left Message,
81376,14,9/29/2020,C,2
130574,9,10/1/2020,D,
15701,1,9/30/2020,Wrong Number,
1685,1,9/28/2020,Left Message Recording,
159604,7,10/2/2020,C,1
32626,9,9/28/2020,D,
74147,12,9/29/2020,Left Message,
98901,12,9/30/2020,Left Message,
60213,8,9/29/2020,Left Message,
86295,8,9/30/2020,Left Message,
136031,12,10/1/2020,D,
8504,1,9/28/2020,Left Message Recording,
50632,13,9/28/2020,Left Message,
74276,12,9/29/2020,Left Message,
129822,8,10/1/2020,D,
15915,1,9/30/2020,Wrong Number,
87955,8,9/30/2020,C,2 - No
5684,1,9/28/2020,Wrong Number,
85998,8,9/30/2020,Left Message,
4874,1,9/28/2020,Left Message Recording,
67037,10,9/29/2020,Left Message,
68870,11,9/29/2020,Left Message,
110006,15,9/30/2020,Left Message,
154196,6,10/2/2020,Left Message,
148246,5,10/2/2020,Left Message,
48074,12,9/28/2020,Left Message,
24597,1,10/01/2020,Wrong Number,
74007,12,9/29/2020,Left Message,
93570,11,9/30/2020,Left Message,
144860,3,10/2/2020,C,4
134066,11,10/1/2020,D,
134374,11,10/1/2020,Left Message,
122126,2,10/1/2020,Left Message,
1128,1,9/28/2020,Left Message Recording,
52425,14,9/28/2020,D,
7,,9/28/2020,Left Message Recording,
1983,1,9/28/2020,Left Message Recording,
104109,13,9/30/2020,Left Message,
81643,14,9/29/2020,C,1
78434,13,9/29/2020,C,2 - No
77398,12,9/29/2020,Left Message,
152660,6,10/2/2020,Left Message,
22910,1,10/01/2020,Wrong Number,
142351,3,10/2/2020,Left Message,
96727,11,9/30/2020,D,
41090,11,9/28/2020,Left Message,
45896,12,9/28/2020,Left Message,
135539,11,10/1/2020,Left Message,
93292,11,9/30/2020,D,
120362,2,10/1/2020,Left Message,
154661,6,10/2/2020,Left Message,
95421,11,9/30/2020,Left Message,
19956,1,9/30/2020,Wrong Number,
126963,2,10/1/2020,Left Message,
34876,10,9/28/2020,Left Message,
118839,2,10/1/2020,Left Message,
15933,1,9/30/2020,Wrong Number,
30976,8,9/28/2020,C,1
76216,12,9/29/2020,Left Message,
50799,13,9/28/2020,Left Message,
52181,14,9/28/2020,Left Message,
132544,10,10/1/2020,Left Message,
95889,11,9/30/2020,C,1
144069,3,10/2/2020,Left Message,
20252,1,9/30/2020,Wrong Number,
54266,14,9/28/2020,C,2
132081,10,10/1/2020,Left Message,
72473,11,9/29/2020,Left Message,
25382,1,10/01/2020,Left Message Recording,
101704,12,9/30/2020,Left Message,
47536,12,9/28/2020,Left Message,
139215,15,10/1/2020,D,
51621,13,9/28/2020,D,
116822,2,10/1/2020,Left Message,
25649,1,10/01/2020,Left Message Recording,
157895,7,10/2/2020,Left Message,
52088,14,9/28/2020,Left Message,
158003,7,10/2/2020,Left Message,
77649,12,9/29/2020,WN,
89500,9,9/30/2020,C,4
64773,9,9/29/2020,Left Message,
70102,11,9/29/2020,Left Message,
32306,9,9/28/2020,Left Message,
47340,12,9/28/2020,Left Message,
85496,8,9/30/2020,Left Message,
152010,6,10/2/2020,C,4
112822,1,10/1/2020,C,1
27037,1,10/2/2020,Wrong Number,
82768,15,9/29/2020,D,
92126,11,9/30/2020,D,
107144,14,9/30/2020,Left Message,
734,1,9/28/2020,Left Message Recording,
144854,3,10/2/2020,C,Refused
44963,12,9/28/2020,C,4 - Refused
51248,13,9/28/2020,Left Message,
59492,8,9/29/2020,Left Message,
69047,11,9/29/2020,C,Refused
45097,12,9/28/2020,Left Message,
162713,7,10/2/2020,C,4 - Refused
144970,3,10/2/2020,Left Message,
3746,1,9/28/2020,Wrong Number,
35170,10,9/28/2020,Left Message,
111642,15,9/30/2020,Left Message,
163677,8,10/2/2020,Left Message,
88558,9,9/30/2020,Left Message,
122817,2,10/1/2020,Left Message,
128215,2,10/1/2020,Left Message,
2559,1,9/28/2020,Wrong Number,
36722,10,9/28/2020,Left Message,
43311,12,9/28/2020,Left Message,
52081,14,9/28/2020,Left Message,
69165,11,9/29/2020,D,
21460,1,10/01/2020,Wrong Number,
144944,3,10/2/2020,Left Message,
154524,6,10/2/2020,Left Message,
78213,13,9/29/2020,D,
33808,9,9/28/2020,Left Message,
117768,2,10/1/2020,Left Message,
30505,8,9/28/2020,Left Message,
116814,2,10/1/2020,Left Message,
131388,9,10/1/2020,D,
13344,1,9/29/2020,Wrong Number,
20672,1,9/30/2020,Wrong Number,
41944,11,9/28/2020,Left Message,
145011,3,10/2/2020,Left Message,
141811,2,10/2/2020,Left Message,
49999,13,9/28/2020,D,
93281,11,9/30/2020,Left Message,
122527,2,10/1/2020,Left Message,
32077,9,9/28/2020,Left Message,
137859,13,10/1/2020,D,
1246,1,9/28/2020,Wrong Number,
111795,15,9/30/2020,Left Message,
51228,13,9/28/2020,Left Message,
77521,12,9/29/2020,C,2
11095,1,9/29/2020,Wrong Number,
139278,15,10/1/2020,D,
120607,2,10/1/2020,Left Message,
37751,11,9/28/2020,D,
142313,3,10/2/2020,Left Message,
127333,2,10/1/2020,Left Message,
149689,6,10/2/2020,D,
99020,12,9/30/2020,Left Message,
73450,11,9/29/2020,D,
143688,3,10/2/2020,Left Message,
97513,12,9/30/2020,D,
161842,7,10/2/2020,Left Message,
115970,2,10/1/2020,Left Message,
11836,1,9/29/2020,Wrong Number,
44513,12,9/28/2020,D,
81247,14,9/29/2020,Left Message,
137122,12,10/1/2020,D,
157988,7,10/2/2020,C,1
42567,11,9/28/2020,Left Message,
74722,12,9/29/2020,C,3 - Undecided
68495,10,9/29/2020,Left Message,
20830,1,9/30/2020,Wrong Number,
22722,1,10/01/2020,Wrong Number,
43703,12,9/28/2020,D,
146641,3,10/2/2020,C,1
131873,10,10/1/2020,D,
106051,14,9/30/2020,Left Message,
108968,15,9/30/2020,C,4
117730,2,10/1/2020,Left Message,
46198,12,9/28/2020,Left Message,
58053,8,9/29/2020,Left Message,
141887,2,10/2/2020,Left Message,
146312,3,10/2/2020,Left Message,
151169,6,10/2/2020,C,4
111560,15,9/30/2020,FX,
151213,6,10/2/2020,C,4
90184,10,9/30/2020,Left Message,
40660,11,9/28/2020,D,
71828,11,9/29/2020,Left Message,
33512,9,9/28/2020,D,
56073,15,9/28/2020,C,2
33507,9,9/28/2020,Left Message,
33103,9,9/28/2020,Left Message,
147860,4,10/2/2020,Left Message,
85507,8,9/30/2020,Left Message,
127209,2,10/1/2020,Left Message,
116117,2,10/1/2020,Left Message,
163390,8,10/2/2020,Left Message,
142461,3,10/2/2020,C,1
58227,8,9/29/2020,Left Message,
43595,12,9/28/2020,Left Message,
164055,8,10/2/2020,Left Message,
2920,1,9/28/2020,Do Not Call NF,
154685,6,10/2/2020,C,2
150833,6,10/2/2020,Left Message,
140205,15,10/1/2020,D,
104524,13,9/30/2020,C,1
5133,1,9/28/2020,Left Message Recording,
37089,10,9/28/2020,Left Message,
1922,1,9/28/2020,Left Message Recording,
45434,12,9/28/2020,Left Message,
29745,8,9/28/2020,C,Undecided
163800,8,10/2/2020,Left Message,
83852,15,9/29/2020,Left Message,
130531,9,10/1/2020,D,
132373,10,10/1/2020,D,
117129,2,10/1/2020,Left Message,
36768,10,9/28/2020,D,
73642,11,9/29/2020,Left Message,
12656,1,9/29/2020,Wrong Number,
21502,1,10/01/2020,Wrong Number,
4295,1,9/28/2020,Wrong Number,
44980,12,9/28/2020,C,2 - No
133712,11,10/1/2020,D,
63487,9,9/29/2020,Left Message,
92349,11,9/30/2020,C,1
159661,7,10/2/2020,Left Message,
92647,11,9/30/2020,C,1
82422,14,9/29/2020,Left Message,
19223,,9/30/2020,Left Message Recording,
102166,12,9/30/2020,Left Message,
58710,8,9/29/2020,C,4
60416,8,9/29/2020,D,
127768,2,10/1/2020,Left Message,
122017,2,10/1/2020,Left Message,
80777,14,9/29/2020,Left Message,
146993,3,10/2/2020,D,
28201,8,9/28/2020,Left Message,
38842,11,9/28/2020,D,
40005,11,9/28/2020,Left Message,
89280,9,9/30/2020,C,2 - No
112276,1,10/1/2020,C,4 - Refused
66033,10,9/29/2020,C,4 - Refused
136247,12,10/1/2020,D,
140018,15,10/1/2020,D,
5605,1,9/28/2020,Wrong Number,
76672,12,9/29/2020,Left Message,
94934,11,9/30/2020,D,
12015,1,9/29/2020,Wrong Number,
14583,1,9/29/2020,Left Message Recording,
77855,12,9/29/2020,C,4 - Refused
130063,8,10/1/2020,Left Message,
38377,11,9/28/2020,C,4
105437,13,9/30/2020,Left Message,
86568,8,9/30/2020,Left Message,
62063,8,9/29/2020,Left Message,
62218,8,9/29/2020,C,4 - Refused
634,1,9/28/2020,Left Message Recording,
12686,1,9/29/2020,Wrong Number,
41764,11,9/28/2020,D,
51324,13,9/28/2020,Left Message,
70656,11,9/29/2020,C,2 - No
42184,11,9/28/2020,D,
2403,1,9/28/2020,Wrong Number,
30974,8,9/28/2020,Left Message,
83220,15,9/29/2020,C,4 - Refused
145021,3,10/2/2020,Left Message,
13107,1,9/29/2020,Wrong Number,
75762,12,9/29/2020,D,
57657,15,9/28/2020,Left Message,
132403,10,10/1/2020,Left Message,
44653,12,9/28/2020,Left Message,
64198,9,9/29/2020,Left Message,
82978,15,9/29/2020,D,
7476,1,9/28/2020,Wrong Number,
42590,11,9/28/2020,Left Message,
102814,13,9/30/2020,D,
78607,13,9/29/2020,Left Message,
32150,9,9/28/2020,C,3 - Undecided
141545,2,10/2/2020,C,1
124702,2,10/1/2020,Left Message,
97601,12,9/30/2020,Left Message,
148467,5,10/2/2020,Left Message,
162939,7,10/2/2020,Left Message,
81894,14,9/29/2020,C,2 - No
21289,1,9/30/2020,Wrong Number,
65274,9,9/29/2020,Left Message,
103123,13,9/30/2020,C,4 - Refused
4617,1,9/28/2020,Wrong Number,
141839,2,10/2/2020,Left Message,
11757,1,9/29/2020,Wrong Number,
103300,13,9/30/2020,Left Message,
88640,9,9/30/2020,C,4
100300,12,9/30/2020,D,
17761,1,9/30/2020,Wrong Number,
106925,14,9/30/2020,Left Message,
606,1,9/28/2020,Wrong Number,
51595,13,9/28/2020,D,
130677,9,10/1/2020,D,
39250,11,9/28/2020,Left Message,
88574,9,9/30/2020,D,
51686,13,9/28/2020,D,
55170,15,9/28/2020,Left Message,
65477,9,9/29/2020,Left Message,
2320,1,9/28/2020,Left Message Recording,
106391,14,9/30/2020,Left Message,
119273,2,10/1/2020,Left Message,
84815,15,9/29/2020,Left Message,
127477,2,10/1/2020,Left Message,
163496,8,10/2/2020,Left Message,
130384,8,10/1/2020,D,
114852,1,10/1/2020,C,2
109421,15,9/30/2020,Left Message,
158826,7,10/2/2020,D,
74867,12,9/29/2020,C,1
63945,9,9/29/2020,C,2
142001,2,10/2/2020,Left Message,
156594,6,10/2/2020,C,4 - Refused
6556,1,9/28/2020,Wrong Number,
74810,12,9/29/2020,C,1
36084,10,9/28/2020,Left Message,
149401,6,10/2/2020,Left Message,
68733,11,9/29/2020,C,4 - Refused
16713,1,9/30/2020,Wrong Number,
28291,8,9/28/2020,Left Message,
87965,8,9/30/2020,Left Message,
36999,10,9/28/2020,Left Message,
149213,6,10/2/2020,Left Message,
20092,1,9/30/2020,Wrong Number,
31054,8,9/28/2020,Left Message,
47518,12,9/28/2020,D,
11691,1,9/29/2020,Wrong Number,
57950,15,9/28/2020,C,4 - Refused
95545,11,9/30/2020,Left Message,
8862,1,9/28/2020,Left Message Recording,
121298,2,10/1/2020,Left Message,
132948,11,10/1/2020,D,
13157,1,9/29/2020,Wrong Number,
159102,7,10/2/2020,D,
81322,14,9/29/2020,C,1
53356,14,9/28/2020,Left Message,
20901,1,9/30/2020,Wrong Number,
50652,13,9/28/2020,Left Message,
148531,6,10/2/2020,Left Message,
82444,14,9/29/2020,Left Message,
1724,1,9/28/2020,Left Message Recording,
150595,6,10/2/2020,Left Message,
37286,11,9/28/2020,D,
29374,8,9/28/2020,Left Message,
141501,2,10/2/2020,Left Message,
125418,2,10/1/2020,Left Message,
146631,3,10/2/2020,D,
66116,10,9/29/2020,D,
51961,14,9/28/2020,Left Message,
149202,6,10/2/2020,Left Message,
82749,15,9/29/2020,Left Message,
14825,1,9/29/2020,Wrong Number,
4400,1,9/28/2020,Left Message Recording,
96560,11,9/30/2020,Left Message,
61670,8,9/29/2020,Left Message,
132215,10,10/1/2020,D,
160625,7,10/2/2020,Left Message,
133862,11,10/1/2020,D,
120629,2,10/1/2020,Left Message,
116454,2,10/1/2020,Left Message,
40585,11,9/28/2020,D,
46111,12,9/28/2020,Left Message,
55962,15,9/28/2020,D,
7182,1,9/28/2020,Wrong Number,
138863,14,10/1/2020,D,
13450,1,9/29/2020,Wrong Number,
64578,9,9/29/2020,Left Message,
86913,8,9/30/2020,C,2 - No
150486,6,10/2/2020,Left Message,
134391,11,10/1/2020,Left Message,
67258,10,9/29/2020,Left Message,
103674,13,9/30/2020,D,
135414,11,10/1/2020,Left Message,
137347,12,10/1/2020,Left Message,
91509,10,9/30/2020,Left Message,
115756,2,10/1/2020,Left Message,
13126,1,9/29/2020,Wrong Number,
106416,14,9/30/2020,Left Message,
146279,3,10/2/2020,Left Message,
121709,2,10/1/2020,Left Message,
10514,1,9/29/2020,Wrong Number,
114832,1,10/1/2020,C,2 - No
81414,14,9/29/2020,C,4
156523,6,10/2/2020,Left Message,
12357,1,9/29/2020,Wrong Number,
38285,11,9/28/2020,Left Message,
38110,11,9/28/2020,Left Message,
129928,8,10/1/2020,Left Message,
81650,14,9/29/2020,Left Message,
96981,12,9/30/2020,C,1
107692,14,9/30/2020,Left Message,
48790,13,9/28/2020,Left Message,
48985,13,9/28/2020,Left Message,
31404,8,9/28/2020,C,4 - Refused
150193,6,10/2/2020,D,
8148,1,9/28/2020,Left Message Recording,
124902,2,10/1/2020,Left Message,
100304,12,9/30/2020,Left Message,
31507,8,9/28/2020,D,
94697,11,9/30/2020,Left Message,
65879,9,9/29/2020,Left Message,
29025,8,9/28/2020,Left Message,
471,1,9/28/2020,Left Message Recording,
98747,12,9/30/2020,Left Message,
87227,8,9/30/2020,Left Message,
75840,12,9/29/2020,Left Message,
2863,1,9/28/2020,Wrong Number,
89043,9,9/30/2020,D,
97844,12,9/30/2020,C,1
120448,2,10/1/2020,Left Message,
12200,1,9/29/2020,Wrong Number,
25698,1,10/01/2020,Left Message Recording,
72703,11,9/29/2020,Left Message,
124934,2,10/1/2020,Left Message,
119465,2,10/1/2020,Left Message,
8103,1,9/28/2020,Left Message Recording,
32678,9,9/28/2020,D,
23123,1,10/01/2020,Wrong Number,
145859,3,10/2/2020,Left Message,
153416,6,10/2/2020,C,4 - Refused
45984,12,9/28/2020,Left Message,
137013,12,10/1/2020,D,
15434,1,9/29/2020,Wrong Number,
10527,1,9/29/2020,Wrong Number,
111860,15,9/30/2020,Left Message,
151717,6,10/2/2020,D,
137147,12,10/1/2020,D,
122123,2,10/1/2020,Left Message,
86831,8,9/30/2020,Left Message,
127710,2,10/1/2020,Left Message,
5792,1,9/28/2020,Wrong Number,
74882,12,9/29/2020,D,
64168,9,9/29/2020,D,
99566,12,9/30/2020,C,1 - Yes
136831,12,10/1/2020,D,
9332,1,9/28/2020,Left Message Recording,
105747,14,9/30/2020,C,1
50140,13,9/28/2020,Left Message,
75411,12,9/29/2020,C,3 - Undecided
38001,11,9/28/2020,D,
74253,12,9/29/2020,Left Message,
5680,1,9/28/2020,Left Message Recording,
13981,1,9/29/2020,Answered,Yes
158722,7,10/2/2020,C,4 - Refused
84047,15,9/29/2020,Left Message,
55665,15,9/28/2020,D,
154790,6,10/2/2020,C,4
1212,1,9/28/2020,Left Message Recording,
12544,1,9/29/2020,Wrong Number,
49905,13,9/28/2020,D,
147678,4,10/2/2020,D,
31914,9,9/28/2020,Left Message,
35650,10,9/28/2020,D,
118385,2,10/1/2020,Left Message,
95826,11,9/30/2020,D,
71848,11,9/29/2020,C,Yes
96612,11,9/30/2020,Left Message,
8345,1,9/28/2020,Left Message Recording,
92355,11,9/30/2020,Left Message,
131529,9,10/1/2020,Left Message,
61414,8,9/29/2020,Left Message,
20817,1,9/30/2020,Wrong Number,
134188,11,10/1/2020,Left Message,
95107,11,9/30/2020,C,1
14750,1,9/29/2020,Wrong Number,
129963,8,10/1/2020,D,
57610,15,9/28/2020,Left Message,
96929,12,9/30/2020,Left Message,
153433,6,10/2/2020,Left Message,
40490,11,9/28/2020,Left Message,
2131,1,9/28/2020,Wrong Number,
79846,13,9/29/2020,C,1
153801,6,10/2/2020,Left Message,
82916,15,9/29/2020,Left Message,
131885,10,10/1/2020,D,
7331,1,9/28/2020,Left Message Recording,
3938,1,9/28/2020,Left Message Recording,
126667,2,10/1/2020,Left Message,
39712,11,9/28/2020,Left Message,
76632,12,9/29/2020,Left Message,
11209,1,9/29/2020,Wrong Number,
157383,7,10/2/2020,Left Message,
7141,1,9/28/2020,Wrong Number,
9503,1,9/28/2020,Left Message Recording,
1468,1,9/28/2020,Wrong Number,
88962,9,9/30/2020,Left Message,
112799,1,10/1/2020,C,4 - Refused
12098,1,9/29/2020,Wrong Number,
67589,10,9/29/2020,C,4 - Refused
140695,2,10/2/2020,Left Message,
106163,14,9/30/2020,D,
34683,9,9/28/2020,Left Message,
29766,8,9/28/2020,Left Message,
155565,6,10/2/2020,Left Message,
25613,1,10/01/2020,Left Message Recording,
16414,1,9/30/2020,Wrong Number,
54004,14,9/28/2020,Left Message,
15133,1,9/29/2020,Wrong Number,
154218,6,10/2/2020,Left Message,
114296,1,10/1/2020,C,4 - Refused
16562,1,9/30/2020,Wrong Number,
98027,12,9/30/2020,Left Message,
40955,11,9/28/2020,Left Message,
34238,9,9/28/2020,Left Message,
26969,1,10/2/2020,Left Message Recording,
139809,15,10/1/2020,D,
99864,12,9/30/2020,Left Message,
55500,15,9/28/2020,Left Message,
98823,12,9/30/2020,Left Message,
60059,8,9/29/2020,D,
113528,1,10/1/2020,C,1
25301,1,10/01/2020,Do Not Call NF,
60837,8,9/29/2020,C,4 - Refused
35409,10,9/28/2020,Left Message,
113233,1,10/1/2020,C,4 - Refused
132295,10,10/1/2020,D,
136275,12,10/1/2020,D,
59893,8,9/29/2020,Left Message,
111527,15,9/30/2020,Left Message,
40900,11,9/28/2020,Left Message,
158534,7,10/2/2020,Left Message,
5519,1,9/28/2020,Left Message Recording,
97481,12,9/30/2020,Left Message,
32287,9,9/28/2020,Left Message,
1557,1,9/28/2020,Wrong Number,
154984,6,10/2/2020,Left Message,
55679,15,9/28/2020,D,
64990,9,9/29/2020,C,1
148832,6,10/2/2020,D,
76190,12,9/29/2020,D,
125520,2,10/1/2020,Left Message,
95504,11,9/30/2020,Left Message,
49544,13,9/28/2020,D,
25372,1,10/01/2020,Left Message Recording,
143544,3,10/2/2020,C,4
15536,1,9/30/2020,Wrong Number,
153358,6,10/2/2020,Left Message,
109927,15,9/30/2020,C,4 - Refused
78936,13,9/29/2020,D,
24301,1,10/01/2020,Wrong Number,
22660,1,10/01/2020,Wrong Number,
28364,8,9/28/2020,Left Message,
19422,1,9/30/2020,Left Message Recording,
27636,1,10/2/2020,Wrong Number,
138767,14,10/1/2020,D,
16730,1,9/30/2020,Wrong Number,
53630,14,9/28/2020,Left Message,
14741,1,9/29/2020,Wrong Number,
25059,1,10/01/2020,Wrong Number,
94983,11,9/30/2020,Left Message,
145143,3,10/2/2020,D,
137707,13,10/1/2020,D,
58899,8,9/29/2020,Left Message,
15579,1,9/30/2020,Wrong Number,
73593,11,9/29/2020,D,
135909,12,10/1/2020,Left Message,
151828,6,10/2/2020,Left Message,
22243,1,10/01/2020,Wrong Number,
35903,10,9/28/2020,D,
94566,11,9/30/2020,C,4 - Refused
146286,3,10/2/2020,Left Message,
131663,10,10/1/2020,Left Message,
47582,12,9/28/2020,Left Message,
130767,9,10/1/2020,Left Message,
32923,9,9/28/2020,Left Message,
144353,3,10/2/2020,Left Message,
107975,14,9/30/2020,Left Message,
164504,8,10/2/2020,C,3
14132,1,9/29/2020,Answered,2 - No
50994,13,9/28/2020,Left Message,
55939,15,9/28/2020,Left Message,
125045,2,10/1/2020,Left Message,
77026,12,9/29/2020,Left Message,
142835,3,10/2/2020,Left Message,
111304,15,9/30/2020,Left Message,
77702,12,9/29/2020,Left Message,
111510,15,9/30/2020,C,1
1237,1,9/28/2020,Wrong Number,
121999,2,10/1/2020,Left Message,
138432,14,10/1/2020,D,
67480,10,9/29/2020,D,
66947,10,9/29/2020,Left Message,
48086,12,9/28/2020,Left Message,
136563,12,10/1/2020,D,
27900,8,9/28/2020,D,
15942,1,9/30/2020,Wrong Number,
35907,10,9/28/2020,Left Message,
101889,12,9/30/2020,D,
52412,14,9/28/2020,Left Message,
8853,1,9/28/2020,Left Message Recording,
28927,8,9/28/2020,Left Message,
41337,11,9/28/2020,D,
111697,15,9/30/2020,Left Message,
163651,8,10/2/2020,Left Message,
54174,14,9/28/2020,D,
79719,13,9/29/2020,C,4
103739,13,9/30/2020,Left Message,
37926,11,9/28/2020,Left Message,
147265,4,10/2/2020,Left Message,
153552,6,10/2/2020,C,4 - Refused
31390,8,9/28/2020,D,
18264,1,9/30/2020,Wrong Number,
132545,10,10/1/2020,D,
162112,7,10/2/2020,Left Message,
151312,6,10/2/2020,C,2
91924,11,9/30/2020,C,1
100995,12,9/30/2020,Left Message,
120862,2,10/1/2020,Left Message,
28366,8,9/28/2020,Left Message,
115594,2,10/1/2020,C,4 - Refused
31117,8,9/28/2020,Left Message,
116779,2,10/1/2020,Left Message,
115542,2,10/1/2020,C,3 - Undecided
93133,11,9/30/2020,Left Message,
71620,11,9/29/2020,Left Message,
28160,8,9/28/2020,Left Message,
109746,15,9/30/2020,Left Message,
98471,12,9/30/2020,Left Message,
19266,1,9/30/2020,Left Message Recording,
128803,8,10/1/2020,D,
34986,10,9/28/2020,C,4 - Refused
19419,1,9/30/2020,Left Message Recording,
116996,2,10/1/2020,Left Message,
34731,9,9/28/2020,Left Message,
16949,1,9/30/2020,Wrong Number,
144654,3,10/2/2020,C,4 - Refused
19414,1,9/30/2020,Left Message Recording,
126512,2,10/1/2020,Left Message,
57407,15,9/28/2020,Left Message,
32564,9,9/28/2020,Left Message,
144906,3,10/2/2020,Left Message,
58244,8,9/29/2020,Left Message,
125876,2,10/1/2020,Left Message,
96156,11,9/30/2020,Left Message,
161903,7,10/2/2020,Left Message,
59929,8,9/29/2020,Left Message,
794,1,9/28/2020,Left Message Recording,
128244,2,10/1/2020,Left Message,
119769,2,10/1/2020,Left Message,
66367,10,9/29/2020,Left Message,
150234,6,10/2/2020,Left Message,
74783,12,9/29/2020,C,2
110079,15,9/30/2020,Left Message,
41236,11,9/28/2020,Left Message,
152778,6,10/2/2020,Left Message,
90299,10,9/30/2020,Left Message,
8356,1,9/28/2020,Left Message Recording,
26748,1,10/2/2020,Answered,Yes
72479,11,9/29/2020,D,
144907,3,10/2/2020,Left Message,
61813,8,9/29/2020,D,
3618,1,9/28/2020,Left Message Recording,
50396,13,9/28/2020,D,
107591,14,9/30/2020,D,
84086,15,9/29/2020,Left Message,
57094,15,9/28/2020,C,2
56686,15,9/28/2020,Left Message,
79823,13,9/29/2020,Left Message,
111562,15,9/30/2020,Left Message,
103754,13,9/30/2020,C,4 - Refused
51381,13,9/28/2020,Left Message,
163350,8,10/2/2020,D,
34646,9,9/28/2020,C,3 - Undecided
23612,1,10/01/2020,Wrong Number,
115765,2,10/1/2020,Left Message,
11244,1,9/29/2020,Wrong Number,
103366,13,9/30/2020,Left Message,
143394,3,10/2/2020,Left Message,
43261,12,9/28/2020,Left Message,
146695,3,10/2/2020,Left Message,
84478,15,9/29/2020,Left Message,
141695,2,10/2/2020,Left Message,
112422,1,10/1/2020,C,1
12852,1,9/29/2020,Wrong Number,
154807,6,10/2/2020,Left Message,
87251,8,9/30/2020,Left Message,
41500,11,9/28/2020,D,
154944,6,10/2/2020,D,
91904,11,9/30/2020,Left Message,
