ID,Congressional District,Call Date,Disposition,Q1
118753,2,10/1/2020,Left Message,
55020,15,9/28/2020,D,
84911,15,9/29/2020,C,4
38895,11,9/28/2020,Left Message,
99110,12,9/30/2020,Left Message,
30164,8,9/28/2020,Left Message,
146618,3,10/2/2020,D,
58828,8,9/29/2020,Left Message,
80862,14,9/29/2020,Left Message,
149464,6,10/2/2020,Left Message,
129593,8,10/1/2020,Left Message,
96429,11,9/30/2020,Left Message,
132202,10,10/1/2020,Left Message,
7456,1,9/28/2020,Wrong Number,
8868,1,9/28/2020,Left Message Recording,
104731,13,9/30/2020,C,2 - No
117132,2,10/1/2020,Left Message,
55708,15,9/28/2020,D,
148556,6,10/2/2020,D,
23472,1,10/01/2020,Wrong Number,
157087,6,10/2/2020,Left Message,
151357,6,10/2/2020,D,
148675,6,10/2/2020,Left Message,
151821,6,10/2/2020,Left Message,
133911,11,10/1/2020,D,
147552,4,10/2/2020,Left Message,
108390,14,9/30/2020,Left Message,
37757,11,9/28/2020,D,
119416,2,10/1/2020,Left Message,
121853,2,10/1/2020,Left Message,
139008,14,10/1/2020,D,
131740,10,10/1/2020,C,4
161937,7,10/2/2020,Left Message,
87271,8,9/30/2020,Left Message,
31182,8,9/28/2020,Left Message,
95600,11,9/30/2020,Left Message,
162098,7,10/2/2020,Left Message,
158902,7,10/2/2020,C,2
75971,12,9/29/2020,Left Message,
92525,11,9/30/2020,D,
57149,15,9/28/2020,Left Message,
21217,1,9/30/2020,Wrong Number,
151021,6,10/2/2020,Left Message,
17066,1,9/30/2020,Wrong Number,
142992,3,10/2/2020,Left Message,
58781,8,9/29/2020,D,
126860,2,10/1/2020,Left Message,
109116,15,9/30/2020,C,2
149906,6,10/2/2020,D,
142667,3,10/2/2020,C,No
106010,14,9/30/2020,Left Message,
11659,1,9/29/2020,Wrong Number,
126201,2,10/1/2020,Left Message,
137331,12,10/1/2020,C,Undecided
66327,10,9/29/2020,Left Message,
25670,1,10/01/2020,Answered,1
26632,1,10/01/2020,Wrong Number,
76582,12,9/29/2020,D,
45589,12,9/28/2020,C,1 - Yes
42576,11,9/28/2020,C,4 - Refused
53912,14,9/28/2020,D,
28457,8,9/28/2020,D,
34524,9,9/28/2020,C,4 - Refused
69583,11,9/29/2020,Left Message,
54623,15,9/28/2020,D,
155528,6,10/2/2020,C,1 - Yes
84378,15,9/29/2020,Left Message,
38182,11,9/28/2020,D,
93961,11,9/30/2020,Left Message,
96060,11,9/30/2020,Left Message,
71276,11,9/29/2020,D,
19534,1,9/30/2020,Left Message Recording,
83530,15,9/29/2020,D,
54160,14,9/28/2020,Left Message,
62437,8,9/29/2020,Left Message,
121175,2,10/1/2020,Left Message,
99410,12,9/30/2020,D,
135036,11,10/1/2020,D,
70286,11,9/29/2020,Left Message,
16196,1,9/30/2020,Wrong Number,
6953,1,9/28/2020,Left Message Recording,
74719,12,9/29/2020,C,2
67644,10,9/29/2020,Left Message,
128300,2,10/1/2020,Left Message,
24754,1,10/01/2020,Wrong Number,
43677,12,9/28/2020,Left Message,
98499,12,9/30/2020,D,
37515,11,9/28/2020,Left Message,
34082,9,9/28/2020,Left Message,
103270,13,9/30/2020,Left Message,
102875,13,9/30/2020,C,1
5525,1,9/28/2020,Wrong Number,
16322,1,9/30/2020,Wrong Number,
108498,15,9/30/2020,C,Refused
91708,10,9/30/2020,Left Message,
15180,1,9/29/2020,Wrong Number,
116963,2,10/1/2020,Left Message,
141301,2,10/2/2020,Left Message,
26846,1,10/2/2020,Answered,1
46147,12,9/28/2020,Left Message,
84699,15,9/29/2020,C,1
81787,14,9/29/2020,C,1
44015,12,9/28/2020,Left Message,
22352,1,10/01/2020,Wrong Number,
60399,8,9/29/2020,Left Message,
94615,11,9/30/2020,Left Message,
105622,13,9/30/2020,Left Message,
59955,8,9/29/2020,C,4 - Refused
104554,13,9/30/2020,Left Message,
164863,8,10/2/2020,Left Message,
91577,10,9/30/2020,C,3 - Undecided
39635,11,9/28/2020,D,
95617,11,9/30/2020,Left Message,
66946,10,9/29/2020,Left Message,
2872,1,9/28/2020,Left Message Recording,
117334,2,10/1/2020,Left Message,
101342,12,9/30/2020,Left Message,
34533,9,9/28/2020,D,
70660,11,9/29/2020,Left Message,
50005,13,9/28/2020,Left Message,
101872,12,9/30/2020,D,
125554,2,10/1/2020,Left Message,
162351,7,10/2/2020,Left Message,
13438,1,9/29/2020,Wrong Number,
155848,6,10/2/2020,Left Message,
99438,12,9/30/2020,Left Message,
34978,10,9/28/2020,D,
148770,6,10/2/2020,Left Message,
93302,11,9/30/2020,Left Message,
6750,1,9/28/2020,Wrong Number,
16074,1,9/30/2020,Wrong Number,
42883,11,9/28/2020,D,
162451,7,10/2/2020,Left Message,
88197,9,9/30/2020,Left Message,
52119,14,9/28/2020,Left Message,
111618,15,9/30/2020,Left Message,
121589,2,10/1/2020,Left Message,
9788,1,9/28/2020,Left Message Recording,
125606,2,10/1/2020,Left Message,
55539,15,9/28/2020,Left Message,
52534,14,9/28/2020,Left Message,
9642,1,9/28/2020,Left Message Recording,
9800,1,9/28/2020,Left Message Recording,
131507,9,10/1/2020,D,
153225,6,10/2/2020,Left Message,
31998,9,9/28/2020,C,1
38538,11,9/28/2020,Left Message,
43725,12,9/28/2020,D,
160335,7,10/2/2020,Left Message,
125379,2,10/1/2020,Left Message,
151916,6,10/2/2020,Left Message,
10663,1,9/29/2020,Wrong Number,
68808,11,9/29/2020,C,2
16294,1,9/30/2020,Wrong Number,
95379,11,9/30/2020,Left Message,
74126,12,9/29/2020,C,4 - Refused
80121,13,9/29/2020,C,2
129377,8,10/1/2020,Left Message,
127727,2,10/1/2020,Left Message,
11210,1,9/29/2020,Wrong Number,
27642,1,10/2/2020,Wrong Number,
148947,6,10/2/2020,D,
134229,11,10/1/2020,D,
11346,1,9/29/2020,Wrong Number,
107883,14,9/30/2020,Left Message,
40102,11,9/28/2020,C,4 - Refused
62823,9,9/29/2020,Left Message,
47844,12,9/28/2020,D,
67236,10,9/29/2020,D,
154579,6,10/2/2020,Left Message,
75910,12,9/29/2020,C,4 - Refused
141359,2,10/2/2020,Left Message,
43798,12,9/28/2020,Left Message,
17123,1,9/30/2020,Wrong Number,
26775,1,10/2/2020,Answered,2
49805,13,9/28/2020,Left Message,
122486,2,10/1/2020,Left Message,
56265,15,9/28/2020,Left Message,
107093,14,9/30/2020,C,3 - Undecided
155496,6,10/2/2020,Left Message,
86785,8,9/30/2020,C,1
73287,11,9/29/2020,C,3 - Undecided
135377,11,10/1/2020,D,
5298,1,9/28/2020,Wrong Number,
105453,13,9/30/2020,Left Message,
35050,10,9/28/2020,Left Message,
75388,12,9/29/2020,Left Message,
132734,10,10/1/2020,Left Message,
148779,6,10/2/2020,C,4
122028,2,10/1/2020,Left Message,
71213,11,9/29/2020,Left Message,
121550,2,10/1/2020,Left Message,
80758,14,9/29/2020,Left Message,
45424,12,9/28/2020,Left Message,
95511,11,9/30/2020,D,
117890,2,10/1/2020,Left Message,
43598,12,9/28/2020,Left Message,
133772,11,10/1/2020,Left Message,
40200,11,9/28/2020,Left Message,
81983,14,9/29/2020,IR,
79458,13,9/29/2020,Left Message,
54352,14,9/28/2020,D,
46313,12,9/28/2020,D,
161361,7,10/2/2020,Left Message,
52819,14,9/28/2020,Left Message,
135917,12,10/1/2020,D,
96707,11,9/30/2020,C,4
66331,10,9/29/2020,Left Message,
115191,2,10/1/2020,C,4 - Refused
8890,1,9/28/2020,Left Message Recording,
76981,12,9/29/2020,Left Message,
139142,14,10/1/2020,D,
78888,13,9/29/2020,D,
52248,14,9/28/2020,Left Message,
157051,6,10/2/2020,Left Message,
89051,9,9/30/2020,Left Message,
147413,4,10/2/2020,Left Message,
131483,9,10/1/2020,D,
96340,11,9/30/2020,Left Message,
9447,1,9/28/2020,Left Message Recording,
139150,15,10/1/2020,D,
81026,14,9/29/2020,C,1
12005,1,9/29/2020,Wrong Number,
92304,11,9/30/2020,Left Message,
81525,14,9/29/2020,Left Message,
147266,4,10/2/2020,C,1 - Yes
20732,1,9/30/2020,Wrong Number,
37128,10,9/28/2020,D,
119718,2,10/1/2020,Left Message,
106175,14,9/30/2020,Left Message,
100497,12,9/30/2020,Left Message,
48118,12,9/28/2020,Left Message,
12232,1,9/29/2020,Wrong Number,
42505,11,9/28/2020,Left Message,
164421,8,10/2/2020,Left Message,
38216,11,9/28/2020,C,4 - Refused
68266,10,9/29/2020,Left Message,
39381,11,9/28/2020,C,4
81098,14,9/29/2020,C,4 - Refused
67451,10,9/29/2020,C,1
117741,2,10/1/2020,Left Message,
45006,12,9/28/2020,C,4 - Refused
110271,15,9/30/2020,D,
12204,1,9/29/2020,Wrong Number,
126437,2,10/1/2020,Left Message,
65894,9,9/29/2020,D,
109944,15,9/30/2020,Left Message,
65559,9,9/29/2020,Left Message,
14653,1,9/29/2020,Left Message Recording,
102689,13,9/30/2020,Left Message,
19567,1,9/30/2020,Left Message Recording,
102831,13,9/30/2020,Left Message,
128643,8,10/1/2020,C,3
86551,8,9/30/2020,D,
80222,13,9/29/2020,Left Message,
124271,2,10/1/2020,Left Message,
128686,8,10/1/2020,Left Message,
150582,6,10/2/2020,Left Message,
47205,12,9/28/2020,C,4
54474,14,9/28/2020,C,4 - Refused
43690,12,9/28/2020,D,
76136,12,9/29/2020,D,
136004,12,10/1/2020,D,
161332,7,10/2/2020,Left Message,
149483,6,10/2/2020,Left Message,
27242,1,10/2/2020,Wrong Number,
89926,9,9/30/2020,Left Message,
94360,11,9/30/2020,Left Message,
14378,1,9/29/2020,Left Message Recording,
66729,10,9/29/2020,Left Message,
90644,10,9/30/2020,Left Message,
41205,11,9/28/2020,Left Message,
21973,1,10/01/2020,Wrong Number,
37708,11,9/28/2020,D,
55123,15,9/28/2020,D,
32301,9,9/28/2020,C,1
99907,12,9/30/2020,D,
98178,12,9/30/2020,Left Message,
78175,13,9/29/2020,Left Message,
105884,14,9/30/2020,D,
42212,11,9/28/2020,Left Message,
30625,8,9/28/2020,Left Message,
14335,1,9/29/2020,Left Message Recording,
107315,14,9/30/2020,Left Message,
143264,3,10/2/2020,D,
75782,12,9/29/2020,Left Message,
119407,2,10/1/2020,Left Message,
134216,11,10/1/2020,Left Message,
109761,15,9/30/2020,Left Message,
19966,1,9/30/2020,Wrong Number,
53162,14,9/28/2020,Left Message,
45303,12,9/28/2020,C,1
15423,1,9/29/2020,Wrong Number,
125662,2,10/1/2020,Left Message,
109848,15,9/30/2020,C,4
16085,1,9/30/2020,Wrong Number,
142636,3,10/2/2020,C,1
154917,6,10/2/2020,Left Message,
12213,1,9/29/2020,Wrong Number,
108999,15,9/30/2020,Left Message,
85144,15,9/29/2020,Left Message,
51425,13,9/28/2020,Left Message,
110363,15,9/30/2020,D,
120147,2,10/1/2020,Left Message,
147146,3,10/2/2020,Left Message,
65353,9,9/29/2020,Left Message,
3125,1,9/28/2020,Wrong Number,
164390,8,10/2/2020,D,
59980,8,9/29/2020,D,
81102,14,9/29/2020,Left Message,
113382,1,10/1/2020,C,4 - Refused
68192,10,9/29/2020,Left Message,
151756,6,10/2/2020,Left Message,
18717,1,9/30/2020,Wrong Number,
21887,1,10/01/2020,Wrong Number,
163923,8,10/2/2020,Left Message,
133755,11,10/1/2020,Left Message,
157934,7,10/2/2020,Left Message,
164361,8,10/2/2020,Left Message,
121790,2,10/1/2020,Left Message,
96919,12,9/30/2020,Left Message,
112791,1,10/1/2020,C,4 - Refused
156313,6,10/2/2020,Left Message,
134990,11,10/1/2020,Left Message,
30000,8,9/28/2020,C,2
27616,1,10/2/2020,Wrong Number,
8246,1,9/28/2020,Left Message Recording,
110101,15,9/30/2020,D,
23476,1,10/01/2020,Wrong Number,
77330,12,9/29/2020,Left Message,
55096,15,9/28/2020,Left Message,
88511,9,9/30/2020,Left Message,
100290,12,9/30/2020,C,4 - Refused
78714,13,9/29/2020,Left Message,
156946,6,10/2/2020,Left Message,
450,1,9/28/2020,Wrong Number,
51781,13,9/28/2020,Left Message,
79610,13,9/29/2020,D,
51124,13,9/28/2020,D,
60829,8,9/29/2020,Left Message,
61664,8,9/29/2020,C,4 - Refused
151334,6,10/2/2020,Left Message,
126207,2,10/1/2020,Left Message,
5102,1,9/28/2020,Wrong Number,
15348,1,9/29/2020,Wrong Number,
112127,1,10/1/2020,C,1 - Yes
48460,12,9/28/2020,Left Message,
36064,10,9/28/2020,D,
147935,4,10/2/2020,C,1
124956,2,10/1/2020,Left Message,
155482,6,10/2/2020,Left Message,
91458,10,9/30/2020,C,4 - Refused
42256,11,9/28/2020,Left Message,
73995,12,9/29/2020,C,1
18626,1,9/30/2020,Wrong Number,
72555,11,9/29/2020,C,4 - Refused
25290,1,10/01/2020,Left Message Recording,
84212,15,9/29/2020,Left Message,
118947,2,10/1/2020,Left Message,
48507,12,9/28/2020,Left Message,
113390,1,10/1/2020,C,1 - Yes
163723,8,10/2/2020,Left Message,
8442,1,9/28/2020,Do Not Call NF,
116290,2,10/1/2020,Left Message,
129120,8,10/1/2020,D,
150812,6,10/2/2020,Left Message,
80399,13,9/29/2020,Left Message,
105175,13,9/30/2020,D,
125811,2,10/1/2020,Left Message,
119461,2,10/1/2020,Left Message,
19591,1,9/30/2020,Left Message Recording,
130765,9,10/1/2020,D,
94087,11,9/30/2020,Left Message,
98048,12,9/30/2020,Left Message,
76004,12,9/29/2020,Left Message,
67738,10,9/29/2020,Left Message,
83404,15,9/29/2020,Left Message,
45024,12,9/28/2020,Left Message,
74347,12,9/29/2020,Left Message,
150310,6,10/2/2020,Left Message,
75365,12,9/29/2020,D,
136977,12,10/1/2020,D,
5528,1,9/28/2020,Left Message Recording,
150720,6,10/2/2020,Left Message,
46036,12,9/28/2020,Left Message,
87409,8,9/30/2020,C,3
98409,12,9/30/2020,D,
73000,11,9/29/2020,C,1
110159,15,9/30/2020,C,4 - Refused
100601,12,9/30/2020,Left Message,
41268,11,9/28/2020,Left Message,
115245,2,10/1/2020,C,1
164051,8,10/2/2020,D,
6762,1,9/28/2020,Left Message Recording,
118094,2,10/1/2020,Left Message,
140394,2,10/2/2020,C,Refused
114290,1,10/1/2020,C,2
45078,12,9/28/2020,Left Message,
123123,2,10/1/2020,Left Message,
101699,12,9/30/2020,Left Message,
54458,14,9/28/2020,Left Message,
106604,14,9/30/2020,Left Message,
124482,2,10/1/2020,Left Message,
81693,14,9/29/2020,C,4 - Refused
122350,2,10/1/2020,Left Message,
92026,11,9/30/2020,C,4 - Refused
123016,2,10/1/2020,Left Message,
125917,2,10/1/2020,Left Message,
28960,8,9/28/2020,Left Message,
12234,1,9/29/2020,Wrong Number,
65460,9,9/29/2020,Left Message,
103631,13,9/30/2020,D,
79997,13,9/29/2020,Left Message,
143947,3,10/2/2020,C,4 - Refused
4725,1,9/28/2020,Wrong Number,
114623,1,10/1/2020,C,4 - Refused
85262,15,9/29/2020,Left Message,
127933,2,10/1/2020,Left Message,
43457,12,9/28/2020,Left Message,
47261,12,9/28/2020,Left Message,
147670,4,10/2/2020,C,1
44252,12,9/28/2020,D,
79089,13,9/29/2020,D,
143075,3,10/2/2020,Left Message,
141374,2,10/2/2020,Left Message,
69635,11,9/29/2020,D,
84192,15,9/29/2020,D,
59329,8,9/29/2020,Left Message,
136463,12,10/1/2020,D,
78912,13,9/29/2020,C,2
18321,1,9/30/2020,Wrong Number,
2382,1,9/28/2020,Wrong Number,
58070,8,9/29/2020,Left Message,
35183,10,9/28/2020,Left Message,
95755,11,9/30/2020,Left Message,
23494,1,10/01/2020,Answered,4 - Refused
86754,8,9/30/2020,Left Message,
154009,6,10/2/2020,Left Message,
102524,13,9/30/2020,C,4 - Refused
37848,11,9/28/2020,Left Message,
124982,2,10/1/2020,Left Message,
102854,13,9/30/2020,D,
113042,1,10/1/2020,C,4
47460,12,9/28/2020,D,
138757,14,10/1/2020,D,
55859,15,9/28/2020,Left Message,
164044,8,10/2/2020,Left Message,
98508,12,9/30/2020,Left Message,
80788,14,9/29/2020,D,
125629,2,10/1/2020,Left Message,
126615,2,10/1/2020,Left Message,
138116,13,10/1/2020,D,
132740,10,10/1/2020,D,
134730,11,10/1/2020,Left Message,
163631,8,10/2/2020,Left Message,
110133,15,9/30/2020,C,1
90815,10,9/30/2020,Left Message,
165288,8,10/2/2020,Left Message,
118338,2,10/1/2020,Left Message,
119455,2,10/1/2020,Left Message,
126594,2,10/1/2020,Left Message,
138460,14,10/1/2020,D,
116146,2,10/1/2020,Left Message,
112090,1,10/1/2020,C,2 - No
20962,1,9/30/2020,Wrong Number,
55180,15,9/28/2020,D,
164125,8,10/2/2020,IR,
58663,8,9/29/2020,Left Message,
62029,8,9/29/2020,Left Message,
18050,1,9/30/2020,Wrong Number,
3265,1,9/28/2020,Left Message Recording,
92365,11,9/30/2020,Left Message,
19761,1,9/30/2020,Left Message Recording,
113781,1,10/1/2020,C,4 - Refused
137868,13,10/1/2020,D,
145409,3,10/2/2020,Left Message,
36050,10,9/28/2020,Left Message,
54625,15,9/28/2020,Left Message,
158987,7,10/2/2020,C,1
69659,11,9/29/2020,D,
57556,15,9/28/2020,D,
44689,12,9/28/2020,C,1 - Yes
164299,8,10/2/2020,D,
27995,8,9/28/2020,Left Message,
55662,15,9/28/2020,Left Message,
74073,12,9/29/2020,Left Message,
156,1,9/28/2020,Wrong Number,
99666,12,9/30/2020,Left Message,
106015,14,9/30/2020,C,1 - Yes
84826,15,9/29/2020,Left Message,
91511,10,9/30/2020,Left Message,
101760,12,9/30/2020,Left Message,
123402,2,10/1/2020,Left Message,
102878,13,9/30/2020,D,
30470,8,9/28/2020,Left Message,
92521,11,9/30/2020,D,
144138,3,10/2/2020,Left Message,
133271,11,10/1/2020,D,
105105,13,9/30/2020,Left Message,
63586,9,9/29/2020,Left Message,
148621,6,10/2/2020,Left Message,
129938,8,10/1/2020,D,
114105,1,10/1/2020,C,1
4496,1,9/28/2020,Wrong Number,
27283,1,10/2/2020,Wrong Number,
68705,11,9/29/2020,D,
131892,10,10/1/2020,Left Message,
66201,10,9/29/2020,Left Message,
38477,11,9/28/2020,Left Message,
58480,8,9/29/2020,Left Message,
132449,10,10/1/2020,Left Message,
137163,12,10/1/2020,D,
21857,1,10/01/2020,Wrong Number,
69837,11,9/29/2020,D,
151031,6,10/2/2020,Left Message,
113002,1,10/1/2020,C,Refused
83300,15,9/29/2020,Left Message,
159921,7,10/2/2020,Left Message,
134900,11,10/1/2020,D,
144693,3,10/2/2020,D,
92192,11,9/30/2020,Left Message,
53255,14,9/28/2020,Left Message,
67757,10,9/29/2020,Left Message,
138795,14,10/1/2020,D,
104253,13,9/30/2020,Left Message,
125207,2,10/1/2020,Left Message,
72592,11,9/29/2020,C,4 - Refused
116730,2,10/1/2020,Left Message,
35648,10,9/28/2020,C,4
87309,8,9/30/2020,D,
162094,7,10/2/2020,Left Message,
77719,12,9/29/2020,Left Message,
155589,6,10/2/2020,C,1
23196,1,10/01/2020,Wrong Number,
109849,15,9/30/2020,Left Message,
122723,2,10/1/2020,Left Message,
156147,6,10/2/2020,Left Message,
148130,5,10/2/2020,Left Message,
93943,11,9/30/2020,C,4
84587,15,9/29/2020,D,
73887,12,9/29/2020,Left Message,
57585,15,9/28/2020,D,
105892,14,9/30/2020,Left Message,
141510,2,10/2/2020,C,2
106863,14,9/30/2020,Left Message,
59479,8,9/29/2020,Left Message,
130469,9,10/1/2020,D,
82175,14,9/29/2020,Left Message,
6308,1,9/28/2020,Left Message Recording,
114421,1,10/1/2020,C,Refused
120704,2,10/1/2020,Left Message,
24087,1,10/01/2020,Wrong Number,
65011,9,9/29/2020,C,4 - Refused
99416,12,9/30/2020,Left Message,
20449,1,9/30/2020,Wrong Number,
93555,11,9/30/2020,Left Message,
48202,12,9/28/2020,D,
24849,1,10/01/2020,Wrong Number,
161550,7,10/2/2020,C,4
34830,10,9/28/2020,C,4 - Refused
111207,15,9/30/2020,Left Message,
132951,11,10/1/2020,Left Message,
44079,12,9/28/2020,Left Message,
48132,12,9/28/2020,Left Message,
138958,14,10/1/2020,C,Undecided
136973,12,10/1/2020,D,
9227,1,9/28/2020,Left Message Recording,
46301,12,9/28/2020,D,
4984,1,9/28/2020,Left Message Recording,
67656,10,9/29/2020,D,
18620,1,9/30/2020,Wrong Number,
11845,1,9/29/2020,Wrong Number,
94809,11,9/30/2020,Left Message,
128299,2,10/1/2020,Left Message,
38789,11,9/28/2020,D,
48921,13,9/28/2020,Left Message,
36745,10,9/28/2020,Left Message,
108631,15,9/30/2020,Left Message,
163107,8,10/2/2020,C,4
61848,8,9/29/2020,Left Message,
51480,13,9/28/2020,Left Message,
3750,1,9/28/2020,Wrong Number,
64629,9,9/29/2020,D,
61713,8,9/29/2020,D,
143559,3,10/2/2020,C,4 - Refused
86644,8,9/30/2020,D,
162122,7,10/2/2020,Left Message,
97167,12,9/30/2020,Left Message,
155972,6,10/2/2020,Left Message,
150524,6,10/2/2020,Left Message,
17432,1,9/30/2020,Wrong Number,
98715,12,9/30/2020,Left Message,
13591,1,9/29/2020,Wrong Number,
127395,2,10/1/2020,Left Message,
155055,6,10/2/2020,D,
38558,11,9/28/2020,Left Message,
115379,2,10/1/2020,C,4 - Refused
7520,1,9/28/2020,Wrong Number,
130241,8,10/1/2020,D,
79667,13,9/29/2020,C,4
96692,11,9/30/2020,Left Message,
23628,1,10/01/2020,Wrong Number,
78498,13,9/29/2020,C,4 - Refused
64354,9,9/29/2020,Left Message,
21685,1,10/01/2020,Wrong Number,
71365,11,9/29/2020,D,
9918,1,9/28/2020,Left Message Recording,
156940,6,10/2/2020,Left Message,
9129,1,9/28/2020,Left Message Recording,
105954,14,9/30/2020,D,
93616,11,9/30/2020,Left Message,
148084,5,10/2/2020,Left Message,
78309,13,9/29/2020,Left Message,
21677,1,10/01/2020,Wrong Number,
83548,15,9/29/2020,Left Message,
121995,2,10/1/2020,Left Message,
37718,11,9/28/2020,D,
130921,9,10/1/2020,D,
93948,11,9/30/2020,Left Message,
152495,6,10/2/2020,Left Message,
81521,14,9/29/2020,C,2 - No
74290,12,9/29/2020,C,1
93205,11,9/30/2020,Left Message,
69899,11,9/29/2020,Left Message,
80348,13,9/29/2020,D,
77058,12,9/29/2020,IR,
153092,6,10/2/2020,Left Message,
103882,13,9/30/2020,D,
11372,1,9/29/2020,Wrong Number,
6080,1,9/28/2020,Left Message Recording,
113594,1,10/1/2020,C,4
107722,14,9/30/2020,Left Message,
52290,14,9/28/2020,C,1
45888,12,9/28/2020,Left Message,
109924,15,9/30/2020,D,
126071,2,10/1/2020,Left Message,
5973,1,9/28/2020,Wrong Number,
144790,3,10/2/2020,Left Message,
38063,11,9/28/2020,D,
57062,15,9/28/2020,C,1
147006,3,10/2/2020,C,2
85913,8,9/30/2020,D,
137638,13,10/1/2020,D,
127507,2,10/1/2020,Left Message,
107970,14,9/30/2020,D,
46774,12,9/28/2020,Left Message,
32010,9,9/28/2020,D,
67715,10,9/29/2020,Left Message,
28875,8,9/28/2020,Left Message,
45853,12,9/28/2020,Left Message,
80311,13,9/29/2020,Left Message,
8692,1,9/28/2020,Left Message Recording,
151486,6,10/2/2020,Left Message,
62628,9,9/29/2020,Left Message,
130699,9,10/1/2020,D,
56161,15,9/28/2020,Left Message,
154836,6,10/2/2020,Left Message,
98869,12,9/30/2020,C,1
62951,9,9/29/2020,C,4 - Refused
161869,7,10/2/2020,Left Message,
152754,6,10/2/2020,Left Message,
153277,6,10/2/2020,Left Message,
32596,9,9/28/2020,Left Message,
105359,13,9/30/2020,D,
123693,2,10/1/2020,Left Message,
155072,6,10/2/2020,Left Message,
158168,7,10/2/2020,Left Message,
126493,2,10/1/2020,Left Message,
163453,8,10/2/2020,D,
90924,10,9/30/2020,Left Message,
43994,12,9/28/2020,Left Message,
162141,7,10/2/2020,Left Message,
72641,11,9/29/2020,D,
82202,14,9/29/2020,Left Message,
104400,13,9/30/2020,Left Message,
65984,10,9/29/2020,Left Message,
124360,2,10/1/2020,Left Message,
104373,13,9/30/2020,Left Message,
23190,1,10/01/2020,Wrong Number,
14333,1,9/29/2020,Left Message Recording,
107091,14,9/30/2020,D,
107042,14,9/30/2020,C,2
161123,7,10/2/2020,C,4
109333,15,9/30/2020,D,
70270,11,9/29/2020,Left Message,
143813,3,10/2/2020,Left Message,
107310,14,9/30/2020,C,2
8495,1,9/28/2020,Left Message Recording,
24699,1,10/01/2020,Wrong Number,
77614,12,9/29/2020,C,1
121329,2,10/1/2020,Left Message,
65934,10,9/29/2020,Left Message,
83375,15,9/29/2020,Left Message,
117660,2,10/1/2020,Left Message,
107532,14,9/30/2020,C,4 - Refused
59385,8,9/29/2020,C,2
68241,10,9/29/2020,Left Message,
111837,15,9/30/2020,Left Message,
6956,1,9/28/2020,Wrong Number,
86606,8,9/30/2020,Left Message,
49916,13,9/28/2020,Left Message,
134787,11,10/1/2020,Left Message,
82091,14,9/29/2020,Left Message,
64671,9,9/29/2020,Left Message,
100171,12,9/30/2020,Left Message,
20970,1,9/30/2020,Wrong Number,
60058,8,9/29/2020,Left Message,
59307,8,9/29/2020,Left Message,
117641,2,10/1/2020,Left Message,
11222,1,9/29/2020,Wrong Number,
163233,8,10/2/2020,Left Message,
141230,2,10/2/2020,Left Message,
28207,8,9/28/2020,D,
58176,8,9/29/2020,Left Message,
163743,8,10/2/2020,Left Message,
36318,10,9/28/2020,Left Message,
127592,2,10/1/2020,Left Message,
114214,1,10/1/2020,C,1
68003,10,9/29/2020,D,
115373,2,10/1/2020,C,1
148817,6,10/2/2020,Left Message,
102554,13,9/30/2020,Left Message,
120646,2,10/1/2020,Left Message,
145241,3,10/2/2020,Left Message,
77625,12,9/29/2020,D,
55932,15,9/28/2020,D,
142106,2,10/2/2020,Left Message,
162682,7,10/2/2020,Left Message,
101654,12,9/30/2020,C,1
71125,11,9/29/2020,Left Message,
47148,12,9/28/2020,Left Message,
57039,15,9/28/2020,C,4 - Refused
122479,2,10/1/2020,Left Message,
104868,13,9/30/2020,D,
98463,12,9/30/2020,Left Message,
6558,1,9/28/2020,Wrong Number,
124088,2,10/1/2020,Left Message,
99023,12,9/30/2020,Left Message,
100608,12,9/30/2020,Left Message,
59834,8,9/29/2020,C,4 - Refused
124375,2,10/1/2020,Left Message,
134302,11,10/1/2020,D,
144746,3,10/2/2020,C,1
141166,2,10/2/2020,D,
48384,12,9/28/2020,Left Message,
61315,8,9/29/2020,Left Message,
56269,15,9/28/2020,Left Message,
74560,12,9/29/2020,Left Message,
8592,1,9/28/2020,Left Message Recording,
134278,11,10/1/2020,Left Message,
100940,12,9/30/2020,Left Message,
108452,14,9/30/2020,Left Message,
151973,6,10/2/2020,C,2
49647,13,9/28/2020,Left Message,
15736,1,9/30/2020,Wrong Number,
103100,13,9/30/2020,D,
65041,9,9/29/2020,D,
42460,11,9/28/2020,Left Message,
37920,11,9/28/2020,C,4
59409,8,9/29/2020,Left Message,
146411,3,10/2/2020,D,
15943,1,9/30/2020,Wrong Number,
123704,2,10/1/2020,Left Message,
16177,1,9/30/2020,Wrong Number,
88219,9,9/30/2020,D,
148785,6,10/2/2020,Left Message,
164635,8,10/2/2020,Left Message,
146563,3,10/2/2020,Left Message,
124633,2,10/1/2020,Left Message,
5070,1,9/28/2020,Left Message Recording,
14443,1,9/29/2020,Left Message Recording,
115726,2,10/1/2020,Left Message,
64948,9,9/29/2020,D,
95627,11,9/30/2020,Left Message,
87554,8,9/30/2020,Left Message,
152989,6,10/2/2020,Left Message,
148118,5,10/2/2020,Left Message,
164872,8,10/2/2020,Left Message,
87205,8,9/30/2020,Left Message,
72907,11,9/29/2020,Left Message,
68137,10,9/29/2020,Left Message,
146034,3,10/2/2020,Left Message,
39187,11,9/28/2020,Left Message,
133355,11,10/1/2020,D,
119886,2,10/1/2020,Left Message,
