,ID,Congressional District,Call Date,Disposition,Q1
1210,80788,14,09/29/2020,Bad Number,None
1211,125629,2,10/01/2020,Left Message,None
1212,126615,2,10/01/2020,Left Message,None
1213,138116,13,10/01/2020,Bad Number,None
1214,132740,10,10/01/2020,Bad Number,None
1215,134730,11,10/01/2020,Left Message,None
1216,163631,8,10/02/2020,Left Message,None
1217,110133,15,09/30/2020,Answered,Yes
1218,90815,10,09/30/2020,Left Message,None
1219,165288,8,10/02/2020,Left Message,None
1220,118338,2,10/01/2020,Left Message,None
1221,119455,2,10/01/2020,Left Message,None
1222,126594,2,10/01/2020,Left Message,None
1223,138460,14,10/01/2020,Bad Number,None
1224,116146,2,10/01/2020,Left Message,None
1225,112090,1,10/01/2020,Answered,No
1226,20962,1,09/30/2020,Wrong Number,None
1227,55180,15,09/28/2020,Bad Number,None
1228,164125,8,10/02/2020,Answered,None
1229,58663,8,09/29/2020,Left Message,None
1230,62029,8,09/29/2020,Left Message,None
1231,18050,1,09/30/2020,Wrong Number,None
1232,3265,1,09/28/2020,Left Message,None
1233,92365,11,09/30/2020,Left Message,None
1234,19761,1,09/30/2020,Left Message,None
1235,113781,1,10/01/2020,Answered,Refused
1236,137868,13,10/01/2020,Bad Number,None
1237,145409,3,10/02/2020,Left Message,None
1238,36050,10,09/28/2020,Left Message,None
1239,54625,15,09/28/2020,Left Message,None
1240,158987,7,10/02/2020,Answered,Yes
1241,69659,11,09/29/2020,Bad Number,None
1242,57556,15,09/28/2020,Bad Number,None
1243,44689,12,09/28/2020,Answered,Yes
1244,164299,8,10/02/2020,Bad Number,None
1245,27995,8,09/28/2020,Left Message,None
1246,55662,15,09/28/2020,Left Message,None
1247,74073,12,09/29/2020,Left Message,None
1248,156,1,09/28/2020,Wrong Number,None
1249,99666,12,09/30/2020,Left Message,None
1250,106015,14,09/30/2020,Answered,Yes
1251,84826,15,09/29/2020,Left Message,None
1252,91511,10,09/30/2020,Left Message,None
1253,101760,12,09/30/2020,Left Message,None
1254,123402,2,10/01/2020,Left Message,None
1255,102878,13,09/30/2020,Bad Number,None
1256,30470,8,09/28/2020,Left Message,None
1257,92521,11,09/30/2020,Bad Number,None
1258,144138,3,10/02/2020,Left Message,None
1259,133271,11,10/01/2020,Bad Number,None
1260,105105,13,09/30/2020,Left Message,None
1261,63586,9,09/29/2020,Left Message,None
1262,148621,6,10/02/2020,Left Message,None
1263,129938,8,10/01/2020,Bad Number,None
1264,114105,1,10/01/2020,Answered,Yes
1265,4496,1,09/28/2020,Wrong Number,None
1266,27283,1,10/02/2020,Wrong Number,None
1267,68705,11,09/29/2020,Bad Number,None
1268,131892,10,10/01/2020,Left Message,None
1269,66201,10,09/29/2020,Left Message,None
1270,38477,11,09/28/2020,Left Message,None
1271,58480,8,09/29/2020,Left Message,None
1272,132449,10,10/01/2020,Left Message,None
1273,137163,12,10/01/2020,Bad Number,None
1274,21857,1,10/01/2020,Wrong Number,None
1275,69837,11,09/29/2020,Bad Number,None
1276,151031,6,10/02/2020,Left Message,None
1277,113002,1,10/01/2020,Answered,Refused
1278,83300,15,09/29/2020,Left Message,None
1279,159921,7,10/02/2020,Left Message,None
1280,134900,11,10/01/2020,Bad Number,None
1281,144693,3,10/02/2020,Bad Number,None
1282,92192,11,09/30/2020,Left Message,None
1283,53255,14,09/28/2020,Left Message,None
1284,67757,10,09/29/2020,Left Message,None
1285,138795,14,10/01/2020,Bad Number,None
1286,104253,13,09/30/2020,Left Message,None
1287,125207,2,10/01/2020,Left Message,None
1288,72592,11,09/29/2020,Answered,Refused
1289,116730,2,10/01/2020,Left Message,None
1290,35648,10,09/28/2020,Answered,Refused
1291,87309,8,09/30/2020,Bad Number,None
1292,162094,7,10/02/2020,Left Message,None
1293,77719,12,09/29/2020,Left Message,None
1294,155589,6,10/02/2020,Answered,Yes
1295,23196,1,10/01/2020,Wrong Number,None
1296,109849,15,09/30/2020,Left Message,None
1297,122723,2,10/01/2020,Left Message,None
1298,156147,6,10/02/2020,Left Message,None
1299,148130,5,10/02/2020,Left Message,None
1300,93943,11,09/30/2020,Answered,Refused
1301,84587,15,09/29/2020,Bad Number,None
1302,73887,12,09/29/2020,Left Message,None
1303,57585,15,09/28/2020,Bad Number,None
1304,105892,14,09/30/2020,Left Message,None
1305,141510,2,10/02/2020,Answered,No
1306,106863,14,09/30/2020,Left Message,None
1307,59479,8,09/29/2020,Left Message,None
1308,130469,9,10/01/2020,Bad Number,None
1309,82175,14,09/29/2020,Left Message,None
1310,6308,1,09/28/2020,Left Message,None
1311,114421,1,10/01/2020,Answered,Refused
1312,120704,2,10/01/2020,Left Message,None
1313,24087,1,10/01/2020,Wrong Number,None
1314,65011,9,09/29/2020,Answered,Refused
1315,99416,12,09/30/2020,Left Message,None
1316,20449,1,09/30/2020,Wrong Number,None
1317,93555,11,09/30/2020,Left Message,None
1318,48202,12,09/28/2020,Bad Number,None
1319,24849,1,10/01/2020,Wrong Number,None
1320,161550,7,10/02/2020,Answered,Refused
1321,34830,10,09/28/2020,Answered,Refused
1322,111207,15,09/30/2020,Left Message,None
1323,132951,11,10/01/2020,Left Message,None
1324,44079,12,09/28/2020,Left Message,None
1325,48132,12,09/28/2020,Left Message,None
1326,138958,14,10/01/2020,Answered,Undecided
1327,136973,12,10/01/2020,Bad Number,None
1328,9227,1,09/28/2020,Left Message,None
1329,46301,12,09/28/2020,Bad Number,None
1330,4984,1,09/28/2020,Left Message,None
1331,67656,10,09/29/2020,Bad Number,None
1332,18620,1,09/30/2020,Wrong Number,None
1333,11845,1,09/29/2020,Wrong Number,None
1334,94809,11,09/30/2020,Left Message,None
1335,128299,2,10/01/2020,Left Message,None
1336,38789,11,09/28/2020,Bad Number,None
1337,48921,13,09/28/2020,Left Message,None
1338,36745,10,09/28/2020,Left Message,None
1339,108631,15,09/30/2020,Left Message,None
1340,163107,8,10/02/2020,Answered,Refused
1341,61848,8,09/29/2020,Left Message,None
1342,51480,13,09/28/2020,Left Message,None
1343,3750,1,09/28/2020,Wrong Number,None
1344,64629,9,09/29/2020,Bad Number,None
1345,61713,8,09/29/2020,Bad Number,None
1346,143559,3,10/02/2020,Answered,Refused
1347,86644,8,09/30/2020,Bad Number,None
1348,162122,7,10/02/2020,Left Message,None
1349,97167,12,09/30/2020,Left Message,None
1350,155972,6,10/02/2020,Left Message,None
1351,150524,6,10/02/2020,Left Message,None
1352,17432,1,09/30/2020,Wrong Number,None
1353,98715,12,09/30/2020,Left Message,None
1354,13591,1,09/29/2020,Wrong Number,None
1355,127395,2,10/01/2020,Left Message,None
1356,155055,6,10/02/2020,Bad Number,None
1357,38558,11,09/28/2020,Left Message,None
1358,115379,2,10/01/2020,Answered,Refused
1359,7520,1,09/28/2020,Wrong Number,None
1360,130241,8,10/01/2020,Bad Number,None
1361,79667,13,09/29/2020,Answered,Refused
1362,96692,11,09/30/2020,Left Message,None
1363,23628,1,10/01/2020,Wrong Number,None
1364,78498,13,09/29/2020,Answered,Refused
1365,64354,9,09/29/2020,Left Message,None
1366,21685,1,10/01/2020,Wrong Number,None
1367,71365,11,09/29/2020,Bad Number,None
1368,9918,1,09/28/2020,Left Message,None
1369,156940,6,10/02/2020,Left Message,None
1370,9129,1,09/28/2020,Left Message,None
1371,105954,14,09/30/2020,Bad Number,None
1372,93616,11,09/30/2020,Left Message,None
1373,148084,5,10/02/2020,Left Message,None
1374,78309,13,09/29/2020,Left Message,None
1375,21677,1,10/01/2020,Wrong Number,None
1376,83548,15,09/29/2020,Left Message,None
1377,121995,2,10/01/2020,Left Message,None
1378,37718,11,09/28/2020,Bad Number,None
1379,130921,9,10/01/2020,Bad Number,None
1380,93948,11,09/30/2020,Left Message,None
1381,152495,6,10/02/2020,Left Message,None
1382,81521,14,09/29/2020,Answered,No
1383,74290,12,09/29/2020,Answered,Yes
1384,93205,11,09/30/2020,Left Message,None
1385,69899,11,09/29/2020,Left Message,None
1386,80348,13,09/29/2020,Bad Number,None
1387,77058,12,09/29/2020,Answered,None
1388,153092,6,10/02/2020,Left Message,None
1389,103882,13,09/30/2020,Bad Number,None
1390,11372,1,09/29/2020,Wrong Number,None
1391,6080,1,09/28/2020,Left Message,None
1392,113594,1,10/01/2020,Answered,Refused
1393,107722,14,09/30/2020,Left Message,None
1394,52290,14,09/28/2020,Answered,Yes
1395,45888,12,09/28/2020,Left Message,None
1396,109924,15,09/30/2020,Bad Number,None
1397,126071,2,10/01/2020,Left Message,None
1398,5973,1,09/28/2020,Wrong Number,None
1399,144790,3,10/02/2020,Left Message,None
1400,38063,11,09/28/2020,Bad Number,None
1401,57062,15,09/28/2020,Answered,Yes
1402,147006,3,10/02/2020,Answered,No
1403,85913,8,09/30/2020,Bad Number,None
1404,137638,13,10/01/2020,Bad Number,None
1405,127507,2,10/01/2020,Left Message,None
1406,107970,14,09/30/2020,Bad Number,None
1407,46774,12,09/28/2020,Left Message,None
1408,32010,9,09/28/2020,Bad Number,None
1409,67715,10,09/29/2020,Left Message,None
1410,28875,8,09/28/2020,Left Message,None
1411,45853,12,09/28/2020,Left Message,None
1412,80311,13,09/29/2020,Left Message,None
1413,8692,1,09/28/2020,Left Message,None
1414,151486,6,10/02/2020,Left Message,None
1415,62628,9,09/29/2020,Left Message,None
1416,130699,9,10/01/2020,Bad Number,None
1417,56161,15,09/28/2020,Left Message,None
1418,154836,6,10/02/2020,Left Message,None
1419,98869,12,09/30/2020,Answered,Yes
1420,62951,9,09/29/2020,Answered,Refused
1421,161869,7,10/02/2020,Left Message,None
1422,152754,6,10/02/2020,Left Message,None
1423,153277,6,10/02/2020,Left Message,None
1424,32596,9,09/28/2020,Left Message,None
1425,105359,13,09/30/2020,Bad Number,None
1426,123693,2,10/01/2020,Left Message,None
1427,155072,6,10/02/2020,Left Message,None
1428,158168,7,10/02/2020,Left Message,None
1429,126493,2,10/01/2020,Left Message,None
1430,163453,8,10/02/2020,Bad Number,None
1431,90924,10,09/30/2020,Left Message,None
1432,43994,12,09/28/2020,Left Message,None
1433,162141,7,10/02/2020,Left Message,None
1434,72641,11,09/29/2020,Bad Number,None
1435,82202,14,09/29/2020,Left Message,None
1436,104400,13,09/30/2020,Left Message,None
1437,65984,10,09/29/2020,Left Message,None
1438,124360,2,10/01/2020,Left Message,None
1439,104373,13,09/30/2020,Left Message,None
1440,23190,1,10/01/2020,Wrong Number,None
1441,14333,1,09/29/2020,Left Message,None
1442,107091,14,09/30/2020,Bad Number,None
1443,107042,14,09/30/2020,Answered,No
1444,161123,7,10/02/2020,Answered,Refused
1445,109333,15,09/30/2020,Bad Number,None
1446,70270,11,09/29/2020,Left Message,None
1447,143813,3,10/02/2020,Left Message,None
1448,107310,14,09/30/2020,Answered,No
1449,8495,1,09/28/2020,Left Message,None
1450,24699,1,10/01/2020,Wrong Number,None
1451,77614,12,09/29/2020,Answered,Yes
1452,121329,2,10/01/2020,Left Message,None
1453,65934,10,09/29/2020,Left Message,None
1454,83375,15,09/29/2020,Left Message,None
1455,117660,2,10/01/2020,Left Message,None
1456,107532,14,09/30/2020,Answered,Refused
1457,59385,8,09/29/2020,Answered,No
1458,68241,10,09/29/2020,Left Message,None
1459,111837,15,09/30/2020,Left Message,None
1460,6956,1,09/28/2020,Wrong Number,None
1461,86606,8,09/30/2020,Left Message,None
1462,49916,13,09/28/2020,Left Message,None
1463,134787,11,10/01/2020,Left Message,None
1464,82091,14,09/29/2020,Left Message,None
1465,64671,9,09/29/2020,Left Message,None
1466,100171,12,09/30/2020,Left Message,None
1467,20970,1,09/30/2020,Wrong Number,None
1468,60058,8,09/29/2020,Left Message,None
1469,59307,8,09/29/2020,Left Message,None
1470,117641,2,10/01/2020,Left Message,None
1471,11222,1,09/29/2020,Wrong Number,None
1472,163233,8,10/02/2020,Left Message,None
1473,141230,2,10/02/2020,Left Message,None
1474,28207,8,09/28/2020,Bad Number,None
1475,58176,8,09/29/2020,Left Message,None
1476,163743,8,10/02/2020,Left Message,None
1477,36318,10,09/28/2020,Left Message,None
1478,127592,2,10/01/2020,Left Message,None
1479,114214,1,10/01/2020,Answered,Yes
1480,68003,10,09/29/2020,Bad Number,None
1481,115373,2,10/01/2020,Answered,Yes
1482,148817,6,10/02/2020,Left Message,None
1483,102554,13,09/30/2020,Left Message,None
1484,120646,2,10/01/2020,Left Message,None
1485,145241,3,10/02/2020,Left Message,None
1486,77625,12,09/29/2020,Bad Number,None
1487,55932,15,09/28/2020,Bad Number,None
1488,142106,2,10/02/2020,Left Message,None
1489,162682,7,10/02/2020,Left Message,None
1490,101654,12,09/30/2020,Answered,Yes
1491,71125,11,09/29/2020,Left Message,None
1492,47148,12,09/28/2020,Left Message,None
1493,57039,15,09/28/2020,Answered,Refused
1494,122479,2,10/01/2020,Left Message,None
1495,104868,13,09/30/2020,Bad Number,None
1496,98463,12,09/30/2020,Left Message,None
1497,6558,1,09/28/2020,Wrong Number,None
1498,124088,2,10/01/2020,Left Message,None
1499,99023,12,09/30/2020,Left Message,None
1500,100608,12,09/30/2020,Left Message,None
1501,59834,8,09/29/2020,Answered,Refused
1502,124375,2,10/01/2020,Left Message,None
1503,134302,11,10/01/2020,Bad Number,None
1504,144746,3,10/02/2020,Answered,Yes
1505,141166,2,10/02/2020,Bad Number,None
1506,48384,12,09/28/2020,Left Message,None
1507,61315,8,09/29/2020,Left Message,None
1508,56269,15,09/28/2020,Left Message,None
1509,74560,12,09/29/2020,Left Message,None
1510,8592,1,09/28/2020,Left Message,None
1511,134278,11,10/01/2020,Left Message,None
1512,100940,12,09/30/2020,Left Message,None
1513,108452,14,09/30/2020,Left Message,None
1514,151973,6,10/02/2020,Answered,No
1515,49647,13,09/28/2020,Left Message,None
1516,15736,1,09/30/2020,Wrong Number,None
1517,103100,13,09/30/2020,Bad Number,None
1518,65041,9,09/29/2020,Bad Number,None
1519,42460,11,09/28/2020,Left Message,None
1520,37920,11,09/28/2020,Answered,Refused
1521,59409,8,09/29/2020,Left Message,None
1522,146411,3,10/02/2020,Bad Number,None
1523,15943,1,09/30/2020,Wrong Number,None
1524,123704,2,10/01/2020,Left Message,None
1525,16177,1,09/30/2020,Wrong Number,None
1526,88219,9,09/30/2020,Bad Number,None
1527,148785,6,10/02/2020,Left Message,None
1528,164635,8,10/02/2020,Left Message,None
1529,146563,3,10/02/2020,Left Message,None
1530,124633,2,10/01/2020,Left Message,None
1531,5070,1,09/28/2020,Left Message,None
1532,14443,1,09/29/2020,Left Message,None
1533,115726,2,10/01/2020,Left Message,None
1534,64948,9,09/29/2020,Bad Number,None
1535,95627,11,09/30/2020,Left Message,None
1536,87554,8,09/30/2020,Left Message,None
1537,152989,6,10/02/2020,Left Message,None
1538,148118,5,10/02/2020,Left Message,None
1539,164872,8,10/02/2020,Left Message,None
1540,87205,8,09/30/2020,Left Message,None
1541,72907,11,09/29/2020,Left Message,None
1542,68137,10,09/29/2020,Left Message,None
1543,146034,3,10/02/2020,Left Message,None
1544,39187,11,09/28/2020,Left Message,None
1545,133355,11,10/01/2020,Bad Number,None
1546,119886,2,10/01/2020,Left Message,None
1547,125111,2,10/01/2020,Left Message,None
1548,42347,11,09/28/2020,Left Message,None
1549,107339,14,09/30/2020,Left Message,None
1550,32018,9,09/28/2020,Left Message,None
1551,86611,8,09/30/2020,Left Message,None
1552,31764,8,09/28/2020,Bad Number,None
1553,72966,11,09/29/2020,Left Message,None
1554,145727,3,10/02/2020,Left Message,None
1555,137425,12,10/01/2020,Bad Number,None
1556,90694,10,09/30/2020,Left Message,None
1557,30792,8,09/28/2020,Answered,Refused
1558,92422,11,09/30/2020,Answered,No
1559,93482,11,09/30/2020,Left Message,None
1560,83707,15,09/29/2020,Left Message,None
1561,128205,2,10/01/2020,Left Message,None
1562,89304,9,09/30/2020,Bad Number,None
1563,101290,12,09/30/2020,Left Message,None
1564,21820,1,10/01/2020,Wrong Number,None
1565,87193,8,09/30/2020,Left Message,None
1566,73475,11,09/29/2020,Answered,Yes
1567,101224,12,09/30/2020,Left Message,None
1568,131640,9,10/01/2020,Bad Number,None
1569,83061,15,09/29/2020,Answered,Yes
1570,17548,1,09/30/2020,Wrong Number,None
1571,27663,1,10/02/2020,Wrong Number,None
1572,71130,11,09/29/2020,Left Message,None
1573,69279,11,09/29/2020,Bad Number,None
1574,98562,12,09/30/2020,Bad Number,None
1575,135875,12,10/01/2020,Bad Number,None
1576,36841,10,09/28/2020,Answered,No
1577,17479,1,09/30/2020,Wrong Number,None
1578,120821,2,10/01/2020,Left Message,None
1579,106302,14,09/30/2020,Left Message,None
1580,69095,11,09/29/2020,Left Message,None
1581,5423,1,09/28/2020,Wrong Number,None
1582,146609,3,10/02/2020,Answered,No
1583,17341,1,09/30/2020,Wrong Number,None
1584,7930,1,09/28/2020,Left Message,None
1585,5294,1,09/28/2020,Wrong Number,None
1586,152570,6,10/02/2020,Answered,Refused
1587,124334,2,10/01/2020,Left Message,None
1588,31809,8,09/28/2020,Left Message,None
1589,96552,11,09/30/2020,Answered,No
1590,8889,1,09/28/2020,Left Message,None
1591,130785,9,10/01/2020,Bad Number,None
1592,15450,1,09/29/2020,Wrong Number,None
1593,125392,2,10/01/2020,Left Message,None
1594,11016,1,09/29/2020,Wrong Number,None
1595,147397,4,10/02/2020,Bad Number,None
1596,141302,2,10/02/2020,Left Message,None
1597,138801,14,10/01/2020,Bad Number,None
1598,89621,9,09/30/2020,Left Message,None
1599,16436,1,09/30/2020,Wrong Number,None
1600,71174,11,09/29/2020,Left Message,None
1601,58671,8,09/29/2020,Left Message,None
1602,20346,1,09/30/2020,Wrong Number,None
1603,134698,11,10/01/2020,Bad Number,None
1604,109453,15,09/30/2020,Left Message,None
1605,93958,11,09/30/2020,Bad Number,None
1606,105817,14,09/30/2020,Left Message,None
1607,117964,2,10/01/2020,Left Message,None
1608,21359,1,09/30/2020,Wrong Number,None
1609,134716,11,10/01/2020,Bad Number,None
1610,163380,8,10/02/2020,Answered,Yes
1611,19443,1,09/30/2020,Left Message,None
1612,51815,14,09/28/2020,Left Message,None
1613,73695,11,09/29/2020,Left Message,None
1614,54267,14,09/28/2020,Bad Number,None
1615,35009,10,09/28/2020,Left Message,None
1616,159106,7,10/02/2020,Answered,No
1617,126323,2,10/01/2020,Left Message,None
1618,35901,10,09/28/2020,Left Message,None
1619,34207,9,09/28/2020,Left Message,None
1620,114619,1,10/01/2020,Answered,Refused
1621,46601,12,09/28/2020,Bad Number,None
1622,137311,12,10/01/2020,Answered,Refused
1623,57863,15,09/28/2020,Bad Number,None
1624,25833,1,10/01/2020,Wrong Number,None
1625,143378,3,10/02/2020,Left Message,None
1626,53324,14,09/28/2020,Left Message,None
1627,156471,6,10/02/2020,Bad Number,None
1628,122560,2,10/01/2020,Left Message,None
1629,20517,1,09/30/2020,Wrong Number,None
1630,29988,8,09/28/2020,Left Message,None
1631,14017,1,09/29/2020,Left Message,None
1632,142189,3,10/02/2020,Left Message,None
1633,136677,12,10/01/2020,Bad Number,None
1634,88614,9,09/30/2020,Answered,None
1635,82188,14,09/29/2020,Left Message,None
1636,13469,1,09/29/2020,Wrong Number,None
1637,75849,12,09/29/2020,Left Message,None
1638,70354,11,09/29/2020,Left Message,None
1639,86398,8,09/30/2020,Left Message,None
1640,94389,11,09/30/2020,Left Message,None
1641,14511,1,09/29/2020,Left Message,None
1642,142062,2,10/02/2020,Left Message,None
1643,132129,10,10/01/2020,Bad Number,None
1644,162824,7,10/02/2020,Left Message,None
1645,133689,11,10/01/2020,Left Message,None
1646,31266,8,09/28/2020,Bad Number,None
1647,44831,12,09/28/2020,Left Message,None
1648,155641,6,10/02/2020,Left Message,None
1649,158608,7,10/02/2020,Answered,Yes
1650,85184,15,09/29/2020,Left Message,None
1651,34006,9,09/28/2020,Bad Number,None
1652,64454,9,09/29/2020,Bad Number,None
1653,153435,6,10/02/2020,Answered,Refused
1654,13123,1,09/29/2020,Wrong Number,None
1655,121186,2,10/01/2020,Left Message,None
1656,163541,8,10/02/2020,Left Message,None
1657,41917,11,09/28/2020,Left Message,None
1658,81376,14,09/29/2020,Answered,No
1659,130574,9,10/01/2020,Bad Number,None
1660,15701,1,09/30/2020,Wrong Number,None
1661,1685,1,09/28/2020,Left Message,None
1662,159604,7,10/02/2020,Answered,Yes
1663,32626,9,09/28/2020,Bad Number,None
1664,74147,12,09/29/2020,Left Message,None
1665,98901,12,09/30/2020,Left Message,None
1666,60213,8,09/29/2020,Left Message,None
1667,86295,8,09/30/2020,Left Message,None
1668,136031,12,10/01/2020,Bad Number,None
1669,8504,1,09/28/2020,Left Message,None
1670,50632,13,09/28/2020,Left Message,None
1671,74276,12,09/29/2020,Left Message,None
1672,129822,8,10/01/2020,Bad Number,None
1673,15915,1,09/30/2020,Wrong Number,None
1674,87955,8,09/30/2020,Answered,No
1675,5684,1,09/28/2020,Wrong Number,None
1676,85998,8,09/30/2020,Left Message,None
1677,4874,1,09/28/2020,Left Message,None
1678,67037,10,09/29/2020,Left Message,None
1679,68870,11,09/29/2020,Left Message,None
1680,110006,15,09/30/2020,Left Message,None
1681,154196,6,10/02/2020,Left Message,None
1682,148246,5,10/02/2020,Left Message,None
1683,48074,12,09/28/2020,Left Message,None
1684,24597,1,10/01/2020,Wrong Number,None
1685,74007,12,09/29/2020,Left Message,None
1686,93570,11,09/30/2020,Left Message,None
1687,144860,3,10/02/2020,Answered,Refused
1688,134066,11,10/01/2020,Bad Number,None
1689,134374,11,10/01/2020,Left Message,None
1690,122126,2,10/01/2020,Left Message,None
1691,1128,1,09/28/2020,Left Message,None
1692,52425,14,09/28/2020,Bad Number,None
1693,7,1,09/28/2020,Left Message,None
1694,1983,1,09/28/2020,Left Message,None
1695,104109,13,09/30/2020,Left Message,None
1696,81643,14,09/29/2020,Answered,Yes
1697,78434,13,09/29/2020,Answered,No
1698,77398,12,09/29/2020,Left Message,None
1699,152660,6,10/02/2020,Left Message,None
1700,22910,1,10/01/2020,Wrong Number,None
1701,142351,3,10/02/2020,Left Message,None
1702,96727,11,09/30/2020,Bad Number,None
1703,41090,11,09/28/2020,Left Message,None
1704,45896,12,09/28/2020,Left Message,None
1705,135539,11,10/01/2020,Left Message,None
1706,93292,11,09/30/2020,Bad Number,None
1707,120362,2,10/01/2020,Left Message,None
1708,154661,6,10/02/2020,Left Message,None
1709,95421,11,09/30/2020,Left Message,None
1710,19956,1,09/30/2020,Wrong Number,None
1711,126963,2,10/01/2020,Left Message,None
1712,34876,10,09/28/2020,Left Message,None
1713,118839,2,10/01/2020,Left Message,None
1714,15933,1,09/30/2020,Wrong Number,None
1715,30976,8,09/28/2020,Answered,Yes
1716,76216,12,09/29/2020,Left Message,None
1717,50799,13,09/28/2020,Left Message,None
1718,52181,14,09/28/2020,Left Message,None
1719,132544,10,10/01/2020,Left Message,None
1720,95889,11,09/30/2020,Answered,Yes
1721,144069,3,10/02/2020,Left Message,None
1722,20252,1,09/30/2020,Wrong Number,None
1723,54266,14,09/28/2020,Answered,No
1724,132081,10,10/01/2020,Left Message,None
1725,72473,11,09/29/2020,Left Message,None
1726,25382,1,10/01/2020,Left Message,None
1727,101704,12,09/30/2020,Left Message,None
1728,47536,12,09/28/2020,Left Message,None
1729,139215,15,10/01/2020,Bad Number,None
1730,51621,13,09/28/2020,Bad Number,None
1731,116822,2,10/01/2020,Left Message,None
1732,25649,1,10/01/2020,Left Message,None
1733,157895,7,10/02/2020,Left Message,None
1734,52088,14,09/28/2020,Left Message,None
1735,158003,7,10/02/2020,Left Message,None
1736,77649,12,09/29/2020,Wrong Number,None
1737,89500,9,09/30/2020,Answered,Refused
1738,64773,9,09/29/2020,Left Message,None
1739,70102,11,09/29/2020,Left Message,None
1740,32306,9,09/28/2020,Left Message,None
1741,47340,12,09/28/2020,Left Message,None
1742,85496,8,09/30/2020,Left Message,None
1743,152010,6,10/02/2020,Answered,Refused
1744,112822,1,10/01/2020,Answered,Yes
1745,27037,1,10/02/2020,Wrong Number,None
1746,82768,15,09/29/2020,Bad Number,None
1747,92126,11,09/30/2020,Bad Number,None
1748,107144,14,09/30/2020,Left Message,None
1749,734,1,09/28/2020,Left Message,None
1750,144854,3,10/02/2020,Answered,Refused
1751,44963,12,09/28/2020,Answered,Refused
1752,51248,13,09/28/2020,Left Message,None
1753,59492,8,09/29/2020,Left Message,None
1754,69047,11,09/29/2020,Answered,Refused
1755,45097,12,09/28/2020,Left Message,None
1756,162713,7,10/02/2020,Answered,Refused
1757,144970,3,10/02/2020,Left Message,None
1758,3746,1,09/28/2020,Wrong Number,None
1759,35170,10,09/28/2020,Left Message,None
1760,111642,15,09/30/2020,Left Message,None
1761,163677,8,10/02/2020,Left Message,None
1762,88558,9,09/30/2020,Left Message,None
1763,122817,2,10/01/2020,Left Message,None
1764,128215,2,10/01/2020,Left Message,None
1765,2559,1,09/28/2020,Wrong Number,None
1766,36722,10,09/28/2020,Left Message,None
1767,43311,12,09/28/2020,Left Message,None
1768,52081,14,09/28/2020,Left Message,None
1769,69165,11,09/29/2020,Bad Number,None
1770,21460,1,10/01/2020,Wrong Number,None
1771,144944,3,10/02/2020,Left Message,None
1772,154524,6,10/02/2020,Left Message,None
1773,78213,13,09/29/2020,Bad Number,None
1774,33808,9,09/28/2020,Left Message,None
1775,117768,2,10/01/2020,Left Message,None
1776,30505,8,09/28/2020,Left Message,None
1777,116814,2,10/01/2020,Left Message,None
1778,131388,9,10/01/2020,Bad Number,None
1779,13344,1,09/29/2020,Wrong Number,None
1780,20672,1,09/30/2020,Wrong Number,None
1781,41944,11,09/28/2020,Left Message,None
1782,145011,3,10/02/2020,Left Message,None
1783,141811,2,10/02/2020,Left Message,None
1784,49999,13,09/28/2020,Bad Number,None
1785,93281,11,09/30/2020,Left Message,None
1786,122527,2,10/01/2020,Left Message,None
1787,32077,9,09/28/2020,Left Message,None
1788,137859,13,10/01/2020,Bad Number,None
1789,1246,1,09/28/2020,Wrong Number,None
1790,111795,15,09/30/2020,Left Message,None
1791,51228,13,09/28/2020,Left Message,None
1792,77521,12,09/29/2020,Answered,No
1793,11095,1,09/29/2020,Wrong Number,None
1794,139278,15,10/01/2020,Bad Number,None
1795,120607,2,10/01/2020,Left Message,None
1796,37751,11,09/28/2020,Bad Number,None
1797,142313,3,10/02/2020,Left Message,None
1798,127333,2,10/01/2020,Left Message,None
1799,149689,6,10/02/2020,Bad Number,None
1800,99020,12,09/30/2020,Left Message,None
1801,73450,11,09/29/2020,Bad Number,None
1802,143688,3,10/02/2020,Left Message,None
1803,97513,12,09/30/2020,Bad Number,None
1804,161842,7,10/02/2020,Left Message,None
1805,115970,2,10/01/2020,Left Message,None
1806,11836,1,09/29/2020,Wrong Number,None
1807,44513,12,09/28/2020,Bad Number,None
1808,81247,14,09/29/2020,Left Message,None
1809,137122,12,10/01/2020,Bad Number,None
1810,157988,7,10/02/2020,Answered,Yes
1811,42567,11,09/28/2020,Left Message,None
1812,74722,12,09/29/2020,Answered,Undecided
1813,68495,10,09/29/2020,Left Message,None
1814,20830,1,09/30/2020,Wrong Number,None
1815,22722,1,10/01/2020,Wrong Number,None
1816,43703,12,09/28/2020,Bad Number,None
1817,146641,3,10/02/2020,Answered,Yes
1818,131873,10,10/01/2020,Bad Number,None
1819,106051,14,09/30/2020,Left Message,None
1820,108968,15,09/30/2020,Answered,Refused
1821,117730,2,10/01/2020,Left Message,None
1822,46198,12,09/28/2020,Left Message,None
1823,58053,8,09/29/2020,Left Message,None
1824,141887,2,10/02/2020,Left Message,None
1825,146312,3,10/02/2020,Left Message,None
1826,151169,6,10/02/2020,Answered,Refused
1827,111560,15,09/30/2020,Bad Number,None
1828,151213,6,10/02/2020,Answered,Refused
1829,90184,10,09/30/2020,Left Message,None
1830,40660,11,09/28/2020,Bad Number,None
1831,71828,11,09/29/2020,Left Message,None
