,ID,Congressional District,Call Date,Disposition,Q1
1147,87409,8,09/30/2020,Answered,Undecided
1148,98409,12,09/30/2020,Bad Number,Undecided
1149,73000,11,09/29/2020,Answered,Yes
1150,110159,15,09/30/2020,Answered,Refused
1151,100601,12,09/30/2020,Left Message,Undecided
1152,41268,11,09/28/2020,Left Message,Undecided
1153,115245,2,10/01/2020,Answered,Yes
1154,164051,8,10/02/2020,Bad Number,Undecided
1155,6762,1,09/28/2020,Left Message,Undecided
1156,118094,2,10/01/2020,Left Message,Undecided
1157,140394,2,10/02/2020,Answered,Refused
1158,114290,1,10/01/2020,Answered,No
1159,45078,12,09/28/2020,Left Message,Undecided
1160,123123,2,10/01/2020,Left Message,Undecided
1161,101699,12,09/30/2020,Left Message,Undecided
1162,54458,14,09/28/2020,Left Message,Undecided
1163,106604,14,09/30/2020,Left Message,Undecided
1164,124482,2,10/01/2020,Left Message,Undecided
1165,81693,14,09/29/2020,Answered,Refused
1166,122350,2,10/01/2020,Left Message,Undecided
1167,92026,11,09/30/2020,Answered,Refused
1168,123016,2,10/01/2020,Left Message,Undecided
1169,125917,2,10/01/2020,Left Message,Undecided
1170,28960,8,09/28/2020,Left Message,Undecided
1171,12234,1,09/29/2020,Wrong Number,Undecided
1172,65460,9,09/29/2020,Left Message,Undecided
1173,103631,13,09/30/2020,Bad Number,Undecided
1174,79997,13,09/29/2020,Left Message,Undecided
1175,143947,3,10/02/2020,Answered,Refused
1176,4725,1,09/28/2020,Wrong Number,Undecided
1177,114623,1,10/01/2020,Answered,Refused
1178,85262,15,09/29/2020,Left Message,Undecided
1179,127933,2,10/01/2020,Left Message,Undecided
1180,43457,12,09/28/2020,Left Message,Undecided
1181,47261,12,09/28/2020,Left Message,Undecided
1182,147670,4,10/02/2020,Answered,Yes
1183,44252,12,09/28/2020,Bad Number,Undecided
1184,79089,13,09/29/2020,Bad Number,Undecided
1185,143075,3,10/02/2020,Left Message,Undecided
1186,141374,2,10/02/2020,Left Message,Undecided
1187,69635,11,09/29/2020,Bad Number,Undecided
1188,84192,15,09/29/2020,Bad Number,Undecided
1189,59329,8,09/29/2020,Left Message,Undecided
1190,136463,12,10/01/2020,Bad Number,Undecided
1191,78912,13,09/29/2020,Answered,No
1192,18321,1,09/30/2020,Wrong Number,Undecided
1193,2382,1,09/28/2020,Wrong Number,Undecided
1194,58070,8,09/29/2020,Left Message,Undecided
1195,35183,10,09/28/2020,Left Message,Undecided
1196,95755,11,09/30/2020,Left Message,Undecided
1197,23494,1,10/01/2020,Answered,Refused
1198,86754,8,09/30/2020,Left Message,Undecided
1199,154009,6,10/02/2020,Left Message,Undecided
1200,102524,13,09/30/2020,Answered,Refused
1201,37848,11,09/28/2020,Left Message,Undecided
1202,124982,2,10/01/2020,Left Message,Undecided
1203,102854,13,09/30/2020,Bad Number,Undecided
1204,113042,1,10/01/2020,Answered,Refused
1205,47460,12,09/28/2020,Bad Number,Undecided
1206,138757,14,10/01/2020,Bad Number,Undecided
1207,55859,15,09/28/2020,Left Message,Undecided
1208,164044,8,10/02/2020,Left Message,Undecided
1209,98508,12,09/30/2020,Left Message,Undecided
1210,80788,14,09/29/2020,Bad Number,Undecided
1211,125629,2,10/01/2020,Left Message,Undecided
1212,126615,2,10/01/2020,Left Message,Undecided
1213,138116,13,10/01/2020,Bad Number,Undecided
1214,132740,10,10/01/2020,Bad Number,Undecided
1215,134730,11,10/01/2020,Left Message,Undecided
1216,163631,8,10/02/2020,Left Message,Undecided
1217,110133,15,09/30/2020,Answered,Yes
1218,90815,10,09/30/2020,Left Message,Undecided
1219,165288,8,10/02/2020,Left Message,Undecided
1220,118338,2,10/01/2020,Left Message,Undecided
1221,119455,2,10/01/2020,Left Message,Undecided
1222,126594,2,10/01/2020,Left Message,Undecided
1223,138460,14,10/01/2020,Bad Number,Undecided
1224,116146,2,10/01/2020,Left Message,Undecided
1225,112090,1,10/01/2020,Answered,No
1226,20962,1,09/30/2020,Wrong Number,Undecided
1227,55180,15,09/28/2020,Bad Number,Undecided
1228,164125,8,10/02/2020,Answered,Undecided
1229,58663,8,09/29/2020,Left Message,Undecided
1230,62029,8,09/29/2020,Left Message,Undecided
1231,18050,1,09/30/2020,Wrong Number,Undecided
1232,3265,1,09/28/2020,Left Message,Undecided
1233,92365,11,09/30/2020,Left Message,Undecided
1234,19761,1,09/30/2020,Left Message,Undecided
1235,113781,1,10/01/2020,Answered,Refused
1236,137868,13,10/01/2020,Bad Number,Undecided
1237,145409,3,10/02/2020,Left Message,Undecided
1238,36050,10,09/28/2020,Left Message,Undecided
1239,54625,15,09/28/2020,Left Message,Undecided
1240,158987,7,10/02/2020,Answered,Yes
1241,69659,11,09/29/2020,Bad Number,Undecided
1242,57556,15,09/28/2020,Bad Number,Undecided
1243,44689,12,09/28/2020,Answered,Yes
1244,164299,8,10/02/2020,Bad Number,Undecided
1245,27995,8,09/28/2020,Left Message,Undecided
1246,55662,15,09/28/2020,Left Message,Undecided
1247,74073,12,09/29/2020,Left Message,Undecided
1248,156,1,09/28/2020,Wrong Number,Undecided
1249,99666,12,09/30/2020,Left Message,Undecided
1250,106015,14,09/30/2020,Answered,Yes
1251,84826,15,09/29/2020,Left Message,Undecided
1252,91511,10,09/30/2020,Left Message,Undecided
1253,101760,12,09/30/2020,Left Message,Undecided
1254,123402,2,10/01/2020,Left Message,Undecided
1255,102878,13,09/30/2020,Bad Number,Undecided
1256,30470,8,09/28/2020,Left Message,Undecided
1257,92521,11,09/30/2020,Bad Number,Undecided
1258,144138,3,10/02/2020,Left Message,Undecided
1259,133271,11,10/01/2020,Bad Number,Undecided
1260,105105,13,09/30/2020,Left Message,Undecided
1261,63586,9,09/29/2020,Left Message,Undecided
1262,148621,6,10/02/2020,Left Message,Undecided
1263,129938,8,10/01/2020,Bad Number,Undecided
1264,114105,1,10/01/2020,Answered,Yes
1265,4496,1,09/28/2020,Wrong Number,Undecided
1266,27283,1,10/02/2020,Wrong Number,Undecided
1267,68705,11,09/29/2020,Bad Number,Undecided
1268,131892,10,10/01/2020,Left Message,Undecided
1269,66201,10,09/29/2020,Left Message,Undecided
1270,38477,11,09/28/2020,Left Message,Undecided
1271,58480,8,09/29/2020,Left Message,Undecided
1272,132449,10,10/01/2020,Left Message,Undecided
1273,137163,12,10/01/2020,Bad Number,Undecided
1274,21857,1,10/01/2020,Wrong Number,Undecided
1275,69837,11,09/29/2020,Bad Number,Undecided
1276,151031,6,10/02/2020,Left Message,Undecided
1277,113002,1,10/01/2020,Answered,Refused
1278,83300,15,09/29/2020,Left Message,Undecided
1279,159921,7,10/02/2020,Left Message,Undecided
1280,134900,11,10/01/2020,Bad Number,Undecided
1281,144693,3,10/02/2020,Bad Number,Undecided
1282,92192,11,09/30/2020,Left Message,Undecided
1283,53255,14,09/28/2020,Left Message,Undecided
1284,67757,10,09/29/2020,Left Message,Undecided
1285,138795,14,10/01/2020,Bad Number,Undecided
1286,104253,13,09/30/2020,Left Message,Undecided
1287,125207,2,10/01/2020,Left Message,Undecided
1288,72592,11,09/29/2020,Answered,Refused
1289,116730,2,10/01/2020,Left Message,Undecided
1290,35648,10,09/28/2020,Answered,Refused
1291,87309,8,09/30/2020,Bad Number,Undecided
1292,162094,7,10/02/2020,Left Message,Undecided
1293,77719,12,09/29/2020,Left Message,Undecided
1294,155589,6,10/02/2020,Answered,Yes
1295,23196,1,10/01/2020,Wrong Number,Undecided
1296,109849,15,09/30/2020,Left Message,Undecided
1297,122723,2,10/01/2020,Left Message,Undecided
1298,156147,6,10/02/2020,Left Message,Undecided
1299,148130,5,10/02/2020,Left Message,Undecided
1300,93943,11,09/30/2020,Answered,Refused
1301,84587,15,09/29/2020,Bad Number,Undecided
1302,73887,12,09/29/2020,Left Message,Undecided
1303,57585,15,09/28/2020,Bad Number,Undecided
1304,105892,14,09/30/2020,Left Message,Undecided
1305,141510,2,10/02/2020,Answered,No
1306,106863,14,09/30/2020,Left Message,Undecided
1307,59479,8,09/29/2020,Left Message,Undecided
1308,130469,9,10/01/2020,Bad Number,Undecided
1309,82175,14,09/29/2020,Left Message,Undecided
1310,6308,1,09/28/2020,Left Message,Undecided
1311,114421,1,10/01/2020,Answered,Refused
1312,120704,2,10/01/2020,Left Message,Undecided
1313,24087,1,10/01/2020,Wrong Number,Undecided
1314,65011,9,09/29/2020,Answered,Refused
1315,99416,12,09/30/2020,Left Message,Undecided
1316,20449,1,09/30/2020,Wrong Number,Undecided
1317,93555,11,09/30/2020,Left Message,Undecided
1318,48202,12,09/28/2020,Bad Number,Undecided
1319,24849,1,10/01/2020,Wrong Number,Undecided
1320,161550,7,10/02/2020,Answered,Refused
1321,34830,10,09/28/2020,Answered,Refused
1322,111207,15,09/30/2020,Left Message,Undecided
1323,132951,11,10/01/2020,Left Message,Undecided
1324,44079,12,09/28/2020,Left Message,Undecided
1325,48132,12,09/28/2020,Left Message,Undecided
1326,138958,14,10/01/2020,Answered,Undecided
1327,136973,12,10/01/2020,Bad Number,Undecided
1328,9227,1,09/28/2020,Left Message,Undecided
1329,46301,12,09/28/2020,Bad Number,Undecided
1330,4984,1,09/28/2020,Left Message,Undecided
1331,67656,10,09/29/2020,Bad Number,Undecided
1332,18620,1,09/30/2020,Wrong Number,Undecided
1333,11845,1,09/29/2020,Wrong Number,Undecided
1334,94809,11,09/30/2020,Left Message,Undecided
1335,128299,2,10/01/2020,Left Message,Undecided
1336,38789,11,09/28/2020,Bad Number,Undecided
1337,48921,13,09/28/2020,Left Message,Undecided
1338,36745,10,09/28/2020,Left Message,Undecided
1339,108631,15,09/30/2020,Left Message,Undecided
1340,163107,8,10/02/2020,Answered,Refused
1341,61848,8,09/29/2020,Left Message,Undecided
1342,51480,13,09/28/2020,Left Message,Undecided
1343,3750,1,09/28/2020,Wrong Number,Undecided
1344,64629,9,09/29/2020,Bad Number,Undecided
1345,61713,8,09/29/2020,Bad Number,Undecided
1346,143559,3,10/02/2020,Answered,Refused
1347,86644,8,09/30/2020,Bad Number,Undecided
1348,162122,7,10/02/2020,Left Message,Undecided
1349,97167,12,09/30/2020,Left Message,Undecided
1350,155972,6,10/02/2020,Left Message,Undecided
1351,150524,6,10/02/2020,Left Message,Undecided
1352,17432,1,09/30/2020,Wrong Number,Undecided
1353,98715,12,09/30/2020,Left Message,Undecided
1354,13591,1,09/29/2020,Wrong Number,Undecided
1355,127395,2,10/01/2020,Left Message,Undecided
1356,155055,6,10/02/2020,Bad Number,Undecided
1357,38558,11,09/28/2020,Left Message,Undecided
1358,115379,2,10/01/2020,Answered,Refused
1359,7520,1,09/28/2020,Wrong Number,Undecided
1360,130241,8,10/01/2020,Bad Number,Undecided
1361,79667,13,09/29/2020,Answered,Refused
1362,96692,11,09/30/2020,Left Message,Undecided
1363,23628,1,10/01/2020,Wrong Number,Undecided
1364,78498,13,09/29/2020,Answered,Refused
1365,64354,9,09/29/2020,Left Message,Undecided
1366,21685,1,10/01/2020,Wrong Number,Undecided
1367,71365,11,09/29/2020,Bad Number,Undecided
1368,9918,1,09/28/2020,Left Message,Undecided
1369,156940,6,10/02/2020,Left Message,Undecided
1370,9129,1,09/28/2020,Left Message,Undecided
1371,105954,14,09/30/2020,Bad Number,Undecided
1372,93616,11,09/30/2020,Left Message,Undecided
1373,148084,5,10/02/2020,Left Message,Undecided
1374,78309,13,09/29/2020,Left Message,Undecided
1375,21677,1,10/01/2020,Wrong Number,Undecided
1376,83548,15,09/29/2020,Left Message,Undecided
1377,121995,2,10/01/2020,Left Message,Undecided
1378,37718,11,09/28/2020,Bad Number,Undecided
1379,130921,9,10/01/2020,Bad Number,Undecided
1380,93948,11,09/30/2020,Left Message,Undecided
1381,152495,6,10/02/2020,Left Message,Undecided
1382,81521,14,09/29/2020,Answered,No
1383,74290,12,09/29/2020,Answered,Yes
1384,93205,11,09/30/2020,Left Message,Undecided
1385,69899,11,09/29/2020,Left Message,Undecided
1386,80348,13,09/29/2020,Bad Number,Undecided
1387,77058,12,09/29/2020,Answered,Undecided
1388,153092,6,10/02/2020,Left Message,Undecided
1389,103882,13,09/30/2020,Bad Number,Undecided
1390,11372,1,09/29/2020,Wrong Number,Undecided
1391,6080,1,09/28/2020,Left Message,Undecided
1392,113594,1,10/01/2020,Answered,Refused
1393,107722,14,09/30/2020,Left Message,Undecided
1394,52290,14,09/28/2020,Answered,Yes
1395,45888,12,09/28/2020,Left Message,Undecided
1396,109924,15,09/30/2020,Bad Number,Undecided
1397,126071,2,10/01/2020,Left Message,Undecided
1398,5973,1,09/28/2020,Wrong Number,Undecided
1399,144790,3,10/02/2020,Left Message,Undecided
1400,38063,11,09/28/2020,Bad Number,Undecided
1401,57062,15,09/28/2020,Answered,Yes
1402,147006,3,10/02/2020,Answered,No
1403,85913,8,09/30/2020,Bad Number,Undecided
1404,137638,13,10/01/2020,Bad Number,Undecided
1405,127507,2,10/01/2020,Left Message,Undecided
1406,107970,14,09/30/2020,Bad Number,Undecided
1407,46774,12,09/28/2020,Left Message,Undecided
1408,32010,9,09/28/2020,Bad Number,Undecided
1409,67715,10,09/29/2020,Left Message,Undecided
1410,28875,8,09/28/2020,Left Message,Undecided
1411,45853,12,09/28/2020,Left Message,Undecided
1412,80311,13,09/29/2020,Left Message,Undecided
1413,8692,1,09/28/2020,Left Message,Undecided
1414,151486,6,10/02/2020,Left Message,Undecided
1415,62628,9,09/29/2020,Left Message,Undecided
1416,130699,9,10/01/2020,Bad Number,Undecided
1417,56161,15,09/28/2020,Left Message,Undecided
1418,154836,6,10/02/2020,Left Message,Undecided
1419,98869,12,09/30/2020,Answered,Yes
1420,62951,9,09/29/2020,Answered,Refused
1421,161869,7,10/02/2020,Left Message,Undecided
1422,152754,6,10/02/2020,Left Message,Undecided
1423,153277,6,10/02/2020,Left Message,Undecided
1424,32596,9,09/28/2020,Left Message,Undecided
1425,105359,13,09/30/2020,Bad Number,Undecided
1426,123693,2,10/01/2020,Left Message,Undecided
1427,155072,6,10/02/2020,Left Message,Undecided
1428,158168,7,10/02/2020,Left Message,Undecided
1429,126493,2,10/01/2020,Left Message,Undecided
1430,163453,8,10/02/2020,Bad Number,Undecided
1431,90924,10,09/30/2020,Left Message,Undecided
1432,43994,12,09/28/2020,Left Message,Undecided
1433,162141,7,10/02/2020,Left Message,Undecided
1434,72641,11,09/29/2020,Bad Number,Undecided
1435,82202,14,09/29/2020,Left Message,Undecided
1436,104400,13,09/30/2020,Left Message,Undecided
1437,65984,10,09/29/2020,Left Message,Undecided
1438,124360,2,10/01/2020,Left Message,Undecided
1439,104373,13,09/30/2020,Left Message,Undecided
1440,23190,1,10/01/2020,Wrong Number,Undecided
1441,14333,1,09/29/2020,Left Message,Undecided
1442,107091,14,09/30/2020,Bad Number,Undecided
1443,107042,14,09/30/2020,Answered,No
1444,161123,7,10/02/2020,Answered,Refused
1445,109333,15,09/30/2020,Bad Number,Undecided
1446,70270,11,09/29/2020,Left Message,Undecided
1447,143813,3,10/02/2020,Left Message,Undecided
1448,107310,14,09/30/2020,Answered,No
1449,8495,1,09/28/2020,Left Message,Undecided
1450,24699,1,10/01/2020,Wrong Number,Undecided
1451,77614,12,09/29/2020,Answered,Yes
1452,121329,2,10/01/2020,Left Message,Undecided
1453,65934,10,09/29/2020,Left Message,Undecided
1454,83375,15,09/29/2020,Left Message,Undecided
1455,117660,2,10/01/2020,Left Message,Undecided
1456,107532,14,09/30/2020,Answered,Refused
1457,59385,8,09/29/2020,Answered,No
1458,68241,10,09/29/2020,Left Message,Undecided
1459,111837,15,09/30/2020,Left Message,Undecided
1460,6956,1,09/28/2020,Wrong Number,Undecided
1461,86606,8,09/30/2020,Left Message,Undecided
1462,49916,13,09/28/2020,Left Message,Undecided
1463,134787,11,10/01/2020,Left Message,Undecided
1464,82091,14,09/29/2020,Left Message,Undecided
1465,64671,9,09/29/2020,Left Message,Undecided
1466,100171,12,09/30/2020,Left Message,Undecided
1467,20970,1,09/30/2020,Wrong Number,Undecided
1468,60058,8,09/29/2020,Left Message,Undecided
1469,59307,8,09/29/2020,Left Message,Undecided
1470,117641,2,10/01/2020,Left Message,Undecided
1471,11222,1,09/29/2020,Wrong Number,Undecided
1472,163233,8,10/02/2020,Left Message,Undecided
1473,141230,2,10/02/2020,Left Message,Undecided
1474,28207,8,09/28/2020,Bad Number,Undecided
1475,58176,8,09/29/2020,Left Message,Undecided
1476,163743,8,10/02/2020,Left Message,Undecided
1477,36318,10,09/28/2020,Left Message,Undecided
1478,127592,2,10/01/2020,Left Message,Undecided
1479,114214,1,10/01/2020,Answered,Yes
1480,68003,10,09/29/2020,Bad Number,Undecided
1481,115373,2,10/01/2020,Answered,Yes
1482,148817,6,10/02/2020,Left Message,Undecided
1483,102554,13,09/30/2020,Left Message,Undecided
1484,120646,2,10/01/2020,Left Message,Undecided
1485,145241,3,10/02/2020,Left Message,Undecided
1486,77625,12,09/29/2020,Bad Number,Undecided
1487,55932,15,09/28/2020,Bad Number,Undecided
1488,142106,2,10/02/2020,Left Message,Undecided
1489,162682,7,10/02/2020,Left Message,Undecided
1490,101654,12,09/30/2020,Answered,Yes
1491,71125,11,09/29/2020,Left Message,Undecided
1492,47148,12,09/28/2020,Left Message,Undecided
1493,57039,15,09/28/2020,Answered,Refused
1494,122479,2,10/01/2020,Left Message,Undecided
1495,104868,13,09/30/2020,Bad Number,Undecided
1496,98463,12,09/30/2020,Left Message,Undecided
1497,6558,1,09/28/2020,Wrong Number,Undecided
1498,124088,2,10/01/2020,Left Message,Undecided
1499,99023,12,09/30/2020,Left Message,Undecided
1500,100608,12,09/30/2020,Left Message,Undecided
1501,59834,8,09/29/2020,Answered,Refused
1502,124375,2,10/01/2020,Left Message,Undecided
1503,134302,11,10/01/2020,Bad Number,Undecided
1504,144746,3,10/02/2020,Answered,Yes
1505,141166,2,10/02/2020,Bad Number,Undecided
1506,48384,12,09/28/2020,Left Message,Undecided
1507,61315,8,09/29/2020,Left Message,Undecided
1508,56269,15,09/28/2020,Left Message,Undecided
1509,74560,12,09/29/2020,Left Message,Undecided
1510,8592,1,09/28/2020,Left Message,Undecided
1511,134278,11,10/01/2020,Left Message,Undecided
1512,100940,12,09/30/2020,Left Message,Undecided
1513,108452,14,09/30/2020,Left Message,Undecided
1514,151973,6,10/02/2020,Answered,No
1515,49647,13,09/28/2020,Left Message,Undecided
1516,15736,1,09/30/2020,Wrong Number,Undecided
1517,103100,13,09/30/2020,Bad Number,Undecided
1518,65041,9,09/29/2020,Bad Number,Undecided
1519,42460,11,09/28/2020,Left Message,Undecided
1520,37920,11,09/28/2020,Answered,Refused
1521,59409,8,09/29/2020,Left Message,Undecided
1522,146411,3,10/02/2020,Bad Number,Undecided
1523,15943,1,09/30/2020,Wrong Number,Undecided
1524,123704,2,10/01/2020,Left Message,Undecided
1525,16177,1,09/30/2020,Wrong Number,Undecided
1526,88219,9,09/30/2020,Bad Number,Undecided
1527,148785,6,10/02/2020,Left Message,Undecided
1528,164635,8,10/02/2020,Left Message,Undecided
1529,146563,3,10/02/2020,Left Message,Undecided
1530,124633,2,10/01/2020,Left Message,Undecided
1531,5070,1,09/28/2020,Left Message,Undecided
1532,14443,1,09/29/2020,Left Message,Undecided
1533,115726,2,10/01/2020,Left Message,Undecided
1534,64948,9,09/29/2020,Bad Number,Undecided
1535,95627,11,09/30/2020,Left Message,Undecided
1536,87554,8,09/30/2020,Left Message,Undecided
1537,152989,6,10/02/2020,Left Message,Undecided
1538,148118,5,10/02/2020,Left Message,Undecided
1539,164872,8,10/02/2020,Left Message,Undecided
1540,87205,8,09/30/2020,Left Message,Undecided
1541,72907,11,09/29/2020,Left Message,Undecided
1542,68137,10,09/29/2020,Left Message,Undecided
1543,146034,3,10/02/2020,Left Message,Undecided
1544,39187,11,09/28/2020,Left Message,Undecided
1545,133355,11,10/01/2020,Bad Number,Undecided
1546,119886,2,10/01/2020,Left Message,Undecided
1547,125111,2,10/01/2020,Left Message,Undecided
1548,42347,11,09/28/2020,Left Message,Undecided
1549,107339,14,09/30/2020,Left Message,Undecided
1550,32018,9,09/28/2020,Left Message,Undecided
1551,86611,8,09/30/2020,Left Message,Undecided
1552,31764,8,09/28/2020,Bad Number,Undecided
1553,72966,11,09/29/2020,Left Message,Undecided
1554,145727,3,10/02/2020,Left Message,Undecided
1555,137425,12,10/01/2020,Bad Number,Undecided
1556,90694,10,09/30/2020,Left Message,Undecided
1557,30792,8,09/28/2020,Answered,Refused
1558,92422,11,09/30/2020,Answered,No
1559,93482,11,09/30/2020,Left Message,Undecided
1560,83707,15,09/29/2020,Left Message,Undecided
1561,128205,2,10/01/2020,Left Message,Undecided
1562,89304,9,09/30/2020,Bad Number,Undecided
1563,101290,12,09/30/2020,Left Message,Undecided
1564,21820,1,10/01/2020,Wrong Number,Undecided
1565,87193,8,09/30/2020,Left Message,Undecided
1566,73475,11,09/29/2020,Answered,Yes
1567,101224,12,09/30/2020,Left Message,Undecided
1568,131640,9,10/01/2020,Bad Number,Undecided
1569,83061,15,09/29/2020,Answered,Yes
1570,17548,1,09/30/2020,Wrong Number,Undecided
1571,27663,1,10/02/2020,Wrong Number,Undecided
1572,71130,11,09/29/2020,Left Message,Undecided
1573,69279,11,09/29/2020,Bad Number,Undecided
1574,98562,12,09/30/2020,Bad Number,Undecided
1575,135875,12,10/01/2020,Bad Number,Undecided
1576,36841,10,09/28/2020,Answered,No
1577,17479,1,09/30/2020,Wrong Number,Undecided
1578,120821,2,10/01/2020,Left Message,Undecided
1579,106302,14,09/30/2020,Left Message,Undecided
1580,69095,11,09/29/2020,Left Message,Undecided
1581,5423,1,09/28/2020,Wrong Number,Undecided
1582,146609,3,10/02/2020,Answered,No
1583,17341,1,09/30/2020,Wrong Number,Undecided
1584,7930,1,09/28/2020,Left Message,Undecided
1585,5294,1,09/28/2020,Wrong Number,Undecided
1586,152570,6,10/02/2020,Answered,Refused
1587,124334,2,10/01/2020,Left Message,Undecided
1588,31809,8,09/28/2020,Left Message,Undecided
1589,96552,11,09/30/2020,Answered,No
1590,8889,1,09/28/2020,Left Message,Undecided
1591,130785,9,10/01/2020,Bad Number,Undecided
1592,15450,1,09/29/2020,Wrong Number,Undecided
1593,125392,2,10/01/2020,Left Message,Undecided
1594,11016,1,09/29/2020,Wrong Number,Undecided
1595,147397,4,10/02/2020,Bad Number,Undecided
1596,141302,2,10/02/2020,Left Message,Undecided
1597,138801,14,10/01/2020,Bad Number,Undecided
1598,89621,9,09/30/2020,Left Message,Undecided
1599,16436,1,09/30/2020,Wrong Number,Undecided
1600,71174,11,09/29/2020,Left Message,Undecided
1601,58671,8,09/29/2020,Left Message,Undecided
1602,20346,1,09/30/2020,Wrong Number,Undecided
1603,134698,11,10/01/2020,Bad Number,Undecided
1604,109453,15,09/30/2020,Left Message,Undecided
1605,93958,11,09/30/2020,Bad Number,Undecided
1606,105817,14,09/30/2020,Left Message,Undecided
1607,117964,2,10/01/2020,Left Message,Undecided
1608,21359,1,09/30/2020,Wrong Number,Undecided
1609,134716,11,10/01/2020,Bad Number,Undecided
1610,163380,8,10/02/2020,Answered,Yes
1611,19443,1,09/30/2020,Left Message,Undecided
1612,51815,14,09/28/2020,Left Message,Undecided
1613,73695,11,09/29/2020,Left Message,Undecided
1614,54267,14,09/28/2020,Bad Number,Undecided
1615,35009,10,09/28/2020,Left Message,Undecided
1616,159106,7,10/02/2020,Answered,No
1617,126323,2,10/01/2020,Left Message,Undecided
1618,35901,10,09/28/2020,Left Message,Undecided
1619,34207,9,09/28/2020,Left Message,Undecided
1620,114619,1,10/01/2020,Answered,Refused
1621,46601,12,09/28/2020,Bad Number,Undecided
1622,137311,12,10/01/2020,Answered,Refused
1623,57863,15,09/28/2020,Bad Number,Undecided
1624,25833,1,10/01/2020,Wrong Number,Undecided
1625,143378,3,10/02/2020,Left Message,Undecided
1626,53324,14,09/28/2020,Left Message,Undecided
1627,156471,6,10/02/2020,Bad Number,Undecided
1628,122560,2,10/01/2020,Left Message,Undecided
1629,20517,1,09/30/2020,Wrong Number,Undecided
1630,29988,8,09/28/2020,Left Message,Undecided
1631,14017,1,09/29/2020,Left Message,Undecided
1632,142189,3,10/02/2020,Left Message,Undecided
1633,136677,12,10/01/2020,Bad Number,Undecided
1634,88614,9,09/30/2020,Answered,Undecided
1635,82188,14,09/29/2020,Left Message,Undecided
1636,13469,1,09/29/2020,Wrong Number,Undecided
1637,75849,12,09/29/2020,Left Message,Undecided
1638,70354,11,09/29/2020,Left Message,Undecided
1639,86398,8,09/30/2020,Left Message,Undecided
1640,94389,11,09/30/2020,Left Message,Undecided
1641,14511,1,09/29/2020,Left Message,Undecided
1642,142062,2,10/02/2020,Left Message,Undecided
1643,132129,10,10/01/2020,Bad Number,Undecided
1644,162824,7,10/02/2020,Left Message,Undecided
1645,133689,11,10/01/2020,Left Message,Undecided
1646,31266,8,09/28/2020,Bad Number,Undecided
1647,44831,12,09/28/2020,Left Message,Undecided
1648,155641,6,10/02/2020,Left Message,Undecided
1649,158608,7,10/02/2020,Answered,Yes
1650,85184,15,09/29/2020,Left Message,Undecided
1651,34006,9,09/28/2020,Bad Number,Undecided
1652,64454,9,09/29/2020,Bad Number,Undecided
1653,153435,6,10/02/2020,Answered,Refused
1654,13123,1,09/29/2020,Wrong Number,Undecided
1655,121186,2,10/01/2020,Left Message,Undecided
1656,163541,8,10/02/2020,Left Message,Undecided
1657,41917,11,09/28/2020,Left Message,Undecided
1658,81376,14,09/29/2020,Answered,No
1659,130574,9,10/01/2020,Bad Number,Undecided
1660,15701,1,09/30/2020,Wrong Number,Undecided
1661,1685,1,09/28/2020,Left Message,Undecided
1662,159604,7,10/02/2020,Answered,Yes
1663,32626,9,09/28/2020,Bad Number,Undecided
1664,74147,12,09/29/2020,Left Message,Undecided
1665,98901,12,09/30/2020,Left Message,Undecided
1666,60213,8,09/29/2020,Left Message,Undecided
1667,86295,8,09/30/2020,Left Message,Undecided
1668,136031,12,10/01/2020,Bad Number,Undecided
1669,8504,1,09/28/2020,Left Message,Undecided
1670,50632,13,09/28/2020,Left Message,Undecided
1671,74276,12,09/29/2020,Left Message,Undecided
1672,129822,8,10/01/2020,Bad Number,Undecided
1673,15915,1,09/30/2020,Wrong Number,Undecided
1674,87955,8,09/30/2020,Answered,No
1675,5684,1,09/28/2020,Wrong Number,Undecided
1676,85998,8,09/30/2020,Left Message,Undecided
1677,4874,1,09/28/2020,Left Message,Undecided
1678,67037,10,09/29/2020,Left Message,Undecided
1679,68870,11,09/29/2020,Left Message,Undecided
1680,110006,15,09/30/2020,Left Message,Undecided
1681,154196,6,10/02/2020,Left Message,Undecided
1682,148246,5,10/02/2020,Left Message,Undecided
1683,48074,12,09/28/2020,Left Message,Undecided
1684,24597,1,10/01/2020,Wrong Number,Undecided
1685,74007,12,09/29/2020,Left Message,Undecided
1686,93570,11,09/30/2020,Left Message,Undecided
1687,144860,3,10/02/2020,Answered,Refused
1688,134066,11,10/01/2020,Bad Number,Undecided
1689,134374,11,10/01/2020,Left Message,Undecided
1690,122126,2,10/01/2020,Left Message,Undecided
1691,1128,1,09/28/2020,Left Message,Undecided
1692,52425,14,09/28/2020,Bad Number,Undecided
1693,7,1,09/28/2020,Left Message,Undecided
1694,1983,1,09/28/2020,Left Message,Undecided
1695,104109,13,09/30/2020,Left Message,Undecided
1696,81643,14,09/29/2020,Answered,Yes
1697,78434,13,09/29/2020,Answered,No
1698,77398,12,09/29/2020,Left Message,Undecided
1699,152660,6,10/02/2020,Left Message,Undecided
1700,22910,1,10/01/2020,Wrong Number,Undecided
1701,142351,3,10/02/2020,Left Message,Undecided
1702,96727,11,09/30/2020,Bad Number,Undecided
1703,41090,11,09/28/2020,Left Message,Undecided
1704,45896,12,09/28/2020,Left Message,Undecided
